model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
685_train,0.84841,0.58250,0.14813,0.54502,0.98500,0.18000,0.58250,0.54571,0.98500,0.70232,0.58250
,,,,,,,,,,,
101_test,0.83585,0.51700,0.01449,0.50865,0.99600,0.03800,0.51700,0.50868,0.99600,0.67343,0.51700
101_train,0.83822,0.51750,0.01551,0.50891,1.00000,0.03500,0.51750,0.50891,1.00000,0.67454,0.51750
,,,,,,,,,,,
647_test,0.83577,0.56450,0.11141,0.53454,0.97200,0.15700,0.56450,0.53554,0.97200,0.69059,0.56450
647_train,0.80704,0.54700,0.07570,0.52475,0.93100,0.16300,0.54700,0.52658,0.93100,0.67269,0.54700
,,,,,,,,,,,
1479_test,0.83492,0.75500,0.50010,0.67994,0.87500,0.63500,0.75500,0.70565,0.87500,0.78125,0.75500
1479_train,0.88705,0.80350,0.59906,0.72491,0.93300,0.67400,0.80350,0.74106,0.93300,0.82603,0.80350
,,,,,,,,,,,
893_test,0.83473,0.51900,0.01857,0.50969,0.99300,0.04500,0.51900,0.50975,0.99300,0.67368,0.51900
893_train,0.84041,0.54500,0.07162,0.52357,0.99000,0.10000,0.54500,0.52381,0.99000,0.68512,0.54500
,,,,,,,,,,,
1573_test,0.83431,0.50550,-0.00898,0.50277,0.99900,0.01200,0.50550,0.50277,0.99900,0.66890,0.50550
1573_train,0.83528,0.50700,-0.00592,0.50352,1.00000,0.01400,0.50700,0.50352,1.00000,0.66979,0.50700
,,,,,,,,,,,
623_test,0.83431,0.50750,-0.00490,0.50378,0.99800,0.01700,0.50750,0.50379,0.99800,0.66957,0.50750
623_train,0.83292,0.50050,-0.01918,0.50025,0.99900,0.00200,0.50050,0.50025,0.99900,0.66667,0.50050
,,,,,,,,,,,
691_test,0.83417,0.50500,-0.01000,0.50251,0.99900,0.01100,0.50500,0.50252,0.99900,0.66867,0.50500
691_train,0.83431,0.50550,-0.00898,0.50277,0.99900,0.01200,0.50550,0.50277,0.99900,0.66890,0.50550
,,,,,,,,,,,
53_test,0.83417,0.50700,-0.00592,0.50352,0.99800,0.01600,0.50700,0.50353,0.99800,0.66935,0.50700
53_train,0.78428,0.46550,-0.09059,0.48337,0.93000,0.00100,0.46550,0.48212,0.93000,0.63503,0.46550
,,,,,,,,,,,
105_test,0.83377,0.57350,0.12977,0.53978,0.96400,0.18300,0.57350,0.54127,0.96400,0.69328,0.57350
105_train,0.86670,0.61550,0.21547,0.56529,1.00000,0.23100,0.61550,0.56529,1.00000,0.72228,0.61550
,,,,,,,,,,,
1295_test,0.83375,0.50950,-0.00082,0.50480,0.99600,0.02300,0.50950,0.50482,0.99600,0.67003,0.50950
1295_train,0.83738,0.51450,0.00939,0.50736,1.00000,0.02900,0.51450,0.50736,1.00000,0.67317,0.51450
,,,,,,,,,,,
643_test,0.83364,0.66300,0.31239,0.59907,0.91900,0.40700,0.66300,0.60780,0.91900,0.73169,0.66300
643_train,0.88365,0.74400,0.47766,0.66358,0.96000,0.52800,0.74400,0.67039,0.96000,0.78947,0.74400
,,,,,,,,,,,
593_test,0.83349,0.76050,0.51132,0.68592,0.87000,0.65100,0.76050,0.71370,0.87000,0.78414,0.76050
593_train,0.89133,0.84500,0.68374,0.77654,0.91700,0.77300,0.84500,0.80157,0.91700,0.85541,0.84500
,,,,,,,,,,,
1551_test,0.83333,0.50800,-0.00388,0.50403,0.99600,0.02000,0.50800,0.50405,0.99600,0.66935,0.50800
1551_train,0.81294,0.48700,-0.04673,0.49359,0.97000,0.00400,0.48700,0.49339,0.97000,0.65408,0.48700
,,,,,,,,,,,
709_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
709_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
109_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
109_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
695_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
695_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
713_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
713_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
989_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
989_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
987_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
987_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
653_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
653_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
1577_test,0.83319,0.55150,0.08488,0.52719,0.97400,0.12900,0.55150,0.52791,0.97400,0.68471,0.55150
1577_train,0.85506,0.58200,0.14711,0.54467,0.99700,0.16700,0.58200,0.54481,0.99700,0.70459,0.58200
,,,,,,,,,,,
1237_test,0.83301,0.79900,0.58988,0.73063,0.85000,0.74800,0.79900,0.77132,0.85000,0.80875,0.79900
1237_train,0.92178,0.90600,0.80820,0.85999,0.93100,0.88100,0.90600,0.88667,0.93100,0.90829,0.90600
,,,,,,,,,,,
649_test,0.83278,0.50200,-0.01612,0.50100,0.99800,0.00600,0.50200,0.50100,0.99800,0.66711,0.50200
649_train,0.83626,0.51050,0.00122,0.50531,1.00000,0.02100,0.51050,0.50531,1.00000,0.67137,0.51050
,,,,,,,,,,,
1591_test,0.83264,0.49950,-0.02122,0.49975,0.99900,0.00000,0.49950,0.49975,0.99900,0.66622,0.49950
1591_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
1105_test,0.83257,0.67750,0.34197,0.61026,0.91000,0.44500,0.67750,0.62116,0.91000,0.73834,0.67750
1105_train,0.92679,0.81100,0.61436,0.72620,0.99500,0.62700,0.81100,0.72734,0.99500,0.84037,0.81100
,,,,,,,,,,,
565_test,0.83220,0.78050,0.55213,0.70837,0.85800,0.70300,0.78050,0.74286,0.85800,0.79629,0.78050
565_train,0.84840,0.83750,0.66844,0.77902,0.85400,0.82100,0.83750,0.82672,0.85400,0.84014,0.83750
,,,,,,,,,,,
639_test,0.83208,0.50550,-0.00898,0.50277,0.99500,0.01600,0.50550,0.50278,0.99500,0.66801,0.50550
639_train,0.82176,0.49450,-0.03142,0.49727,0.98200,0.00700,0.49450,0.49722,0.98200,0.66017,0.49450
,,,,,,,,,,,
993_test,0.83208,0.49950,-0.02122,0.49975,0.99800,0.00100,0.49950,0.49975,0.99800,0.66600,0.49950
993_train,0.83097,0.49950,-0.02122,0.49975,0.99600,0.00300,0.49950,0.49975,0.99600,0.66555,0.49950
,,,,,,,,,,,
693_test,0.83208,0.49950,-0.02122,0.49975,0.99800,0.00100,0.49950,0.49975,0.99800,0.66600,0.49950
693_train,0.83347,0.50050,-0.01918,0.50025,1.00000,0.00100,0.50050,0.50025,1.00000,0.66689,0.50050
,,,,,,,,,,,
31_test,0.83111,0.50200,-0.01612,0.50100,0.99500,0.00900,0.50200,0.50101,0.99500,0.66644,0.50200
31_train,0.83445,0.50600,-0.00796,0.50302,0.99900,0.01300,0.50600,0.50302,0.99900,0.66912,0.50600
,,,,,,,,,,,
1543_test,0.83082,0.50900,-0.00184,0.50454,0.99100,0.02700,0.50900,0.50458,0.99100,0.66869,0.50900
1543_train,0.83501,0.51200,0.00428,0.50607,0.99700,0.02700,0.51200,0.50609,0.99700,0.67138,0.51200
,,,,,,,,,,,
1009_test,0.83055,0.49800,-0.02428,0.49900,0.99600,0.00000,0.49800,0.49900,0.99600,0.66489,0.49800
1009_train,0.83139,0.49900,-0.02224,0.49950,0.99700,0.00100,0.49900,0.49950,0.99700,0.66555,0.49900
,,,,,,,,,,,
1411_test,0.82998,0.75950,0.50928,0.68536,0.86500,0.65400,0.75950,0.71429,0.86500,0.78245,0.75950
1411_train,0.86197,0.81250,0.61743,0.74109,0.88800,0.73700,0.81250,0.77150,0.88800,0.82566,0.81250
,,,,,,,,,,,
175_test,0.82961,0.77850,0.54805,0.70652,0.85500,0.70200,0.77850,0.74154,0.85500,0.79424,0.77850
175_train,0.84187,0.81600,0.62457,0.75063,0.85500,0.77700,0.81600,0.79314,0.85500,0.82291,0.81600
,,,,,,,,,,,
87_test,0.82947,0.55250,0.08692,0.52776,0.96700,0.13800,0.55250,0.52870,0.96700,0.68363,0.55250
87_train,0.81851,0.55250,0.08692,0.52779,0.94800,0.15700,0.55250,0.52931,0.94800,0.67933,0.55250
,,,,,,,,,,,
627_test,0.82885,0.51200,0.00428,0.50607,0.98600,0.03800,0.51200,0.50616,0.98600,0.66893,0.51200
627_train,0.83347,0.51250,0.00531,0.50633,0.99400,0.03100,0.51250,0.50637,0.99400,0.67094,0.51250
,,,,,,,,,,,
1609_test,0.82874,0.49950,-0.02122,0.49975,0.99200,0.00700,0.49950,0.49975,0.99200,0.66466,0.49950
1609_train,0.83417,0.50700,-0.00592,0.50352,0.99800,0.01600,0.50700,0.50353,0.99800,0.66935,0.50700
,,,,,,,,,,,
1421_test,0.82843,0.79500,0.58172,0.72661,0.84500,0.74500,0.79500,0.76818,0.84500,0.80476,0.79500
1421_train,0.92832,0.91700,0.83065,0.87635,0.93500,0.89900,0.91700,0.90251,0.93500,0.91847,0.91700
,,,,,,,,,,,
683_test,0.82839,0.64150,0.26852,0.58359,0.92100,0.36200,0.64150,0.59076,0.92100,0.71981,0.64150
683_train,0.86057,0.68450,0.35625,0.61440,0.95300,0.41600,0.68450,0.62004,0.95300,0.75128,0.68450
,,,,,,,,,,,
73_test,0.82683,0.52700,0.03489,0.51388,0.97500,0.07900,0.52700,0.51424,0.97500,0.67334,0.52700
73_train,0.84409,0.55000,0.08182,0.52632,0.99400,0.10600,0.55000,0.52648,0.99400,0.68837,0.55000
,,,,,,,,,,,
617_test,0.82645,0.51350,0.00735,0.50684,0.98100,0.04600,0.51350,0.50698,0.98100,0.66848,0.51350
617_train,0.83831,0.55150,0.08488,0.52717,0.98300,0.12000,0.55150,0.52764,0.98300,0.68669,0.55150
,,,,,,,,,,,
1583_test,0.82637,0.61650,0.21751,0.56659,0.93000,0.30300,0.61650,0.57160,0.93000,0.70803,0.61650
1583_train,0.89286,0.71800,0.42461,0.63978,0.99000,0.44600,0.71800,0.64119,0.99000,0.77830,0.71800
,,,,,,,,,,,
543_test,0.82625,0.84700,0.68782,0.80187,0.81600,0.87800,0.84700,0.86994,0.81600,0.84211,0.84700
543_train,0.89185,0.90600,0.80820,0.87542,0.88400,0.92800,0.90600,0.92469,0.88400,0.90389,0.90600
,,,,,,,,,,,
645_test,0.82621,0.66050,0.30728,0.59748,0.90800,0.41300,0.66050,0.60736,0.90800,0.72786,0.66050
645_train,0.83180,0.68300,0.35319,0.61466,0.90600,0.46000,0.68300,0.62656,0.90600,0.74080,0.68300
,,,,,,,,,,,
699_test,0.82604,0.77750,0.54601,0.70600,0.85000,0.70500,0.77750,0.74236,0.85000,0.79254,0.77750
699_train,0.89703,0.88100,0.75719,0.82875,0.90600,0.85600,0.88100,0.86286,0.90600,0.88390,0.88100
,,,,,,,,,,,
17_test,0.82563,0.50850,-0.00286,0.50429,0.98200,0.03500,0.50850,0.50437,0.98200,0.66644,0.50850
17_train,0.84394,0.54750,0.07672,0.52494,0.99500,0.10000,0.54750,0.52507,0.99500,0.68739,0.54750
,,,,,,,,,,,
471_test,0.82562,0.69100,0.36952,0.62152,0.89200,0.49000,0.69100,0.63623,0.89200,0.74271,0.69100
471_train,0.84887,0.69300,0.37360,0.62181,0.92900,0.45700,0.69300,0.63111,0.92900,0.75162,0.69300
,,,,,,,,,,,
1471_test,0.82510,0.70350,0.39502,0.63213,0.88500,0.52200,0.70350,0.64930,0.88500,0.74905,0.70350
1471_train,0.83907,0.76400,0.51847,0.68885,0.87700,0.65100,0.76400,0.71533,0.87700,0.78796,0.76400
,,,,,,,,,,,
1343_test,0.82505,0.74800,0.48582,0.67400,0.86300,0.63300,0.74800,0.70163,0.86300,0.77399,0.74800
1343_train,0.91698,0.87550,0.74597,0.81242,0.94100,0.81000,0.87550,0.83201,0.94100,0.88315,0.87550
,,,,,,,,,,,
41_test,0.82487,0.78400,0.55927,0.71389,0.84500,0.72300,0.78400,0.75312,0.84500,0.79642,0.78400
41_train,0.93392,0.88850,0.77250,0.82607,0.96100,0.81600,0.88850,0.83930,0.96100,0.89604,0.88850
,,,,,,,,,,,
1481_test,0.82425,0.71700,0.42257,0.64417,0.87700,0.55700,0.71700,0.66439,0.87700,0.75603,0.71700
1481_train,0.92336,0.86250,0.71945,0.79140,0.95900,0.76600,0.86250,0.80386,0.95900,0.87460,0.86250
,,,,,,,,,,,
397_test,0.82368,0.79250,0.57662,0.72453,0.83900,0.74600,0.79250,0.76761,0.83900,0.80172,0.79250
397_train,0.91335,0.90700,0.81024,0.86590,0.91700,0.89700,0.90700,0.89902,0.91700,0.90792,0.90700
,,,,,,,,,,,
313_test,0.82346,0.77350,0.53785,0.70185,0.84800,0.69900,0.77350,0.73803,0.84800,0.78920,0.77350
313_train,0.93247,0.90300,0.80208,0.84995,0.95000,0.85600,0.90300,0.86837,0.95000,0.90735,0.90300
,,,,,,,,,,,
423_test,0.82342,0.83650,0.66639,0.78608,0.81700,0.85600,0.83650,0.85016,0.81700,0.83325,0.83650
423_train,0.88922,0.90050,0.79698,0.86647,0.88300,0.91800,0.90050,0.91503,0.88300,0.89873,0.90050
,,,,,,,,,,,
267_test,0.82339,0.81400,0.62049,0.75291,0.82800,0.80000,0.81400,0.80545,0.82800,0.81657,0.81400
267_train,0.80544,0.81900,0.63069,0.76550,0.79900,0.83900,0.81900,0.83229,0.79900,0.81531,0.81900
,,,,,,,,,,,
1001_test,0.82278,0.51250,0.00531,0.50633,0.97500,0.05000,0.51250,0.50649,0.97500,0.66667,0.51250
1001_train,0.84203,0.53100,0.04305,0.51600,1.00000,0.06200,0.53100,0.51600,1.00000,0.68074,0.53100
,,,,,,,,,,,
487_test,0.82171,0.83950,0.67252,0.79146,0.81300,0.86600,0.83950,0.85850,0.81300,0.83513,0.83950
487_train,0.88574,0.90350,0.80310,0.87404,0.87600,0.93100,0.90350,0.92698,0.87600,0.90077,0.90350
,,,,,,,,,,,
521_test,0.82079,0.78150,0.55417,0.71169,0.84000,0.72300,0.78150,0.75201,0.84000,0.79358,0.78150
521_train,0.91604,0.90400,0.80412,0.85924,0.92300,0.88500,0.90400,0.88921,0.92300,0.90579,0.90400
,,,,,,,,,,,
1397_test,0.81987,0.79500,0.58172,0.72853,0.83200,0.75800,0.79500,0.77467,0.83200,0.80231,0.79500
1397_train,0.89074,0.89750,0.79086,0.86015,0.88700,0.90800,0.89750,0.90603,0.88700,0.89641,0.89750
,,,,,,,,,,,
381_test,0.81892,0.76950,0.52969,0.69807,0.84300,0.69600,0.76950,0.73496,0.84300,0.78528,0.76950
381_train,0.93366,0.89450,0.78474,0.83559,0.95700,0.83200,0.89450,0.85067,0.95700,0.90071,0.89450
,,,,,,,,,,,
303_test,0.81796,0.84050,0.67456,0.79452,0.80700,0.87400,0.84050,0.86495,0.80700,0.83497,0.84050
303_train,0.88550,0.90100,0.79800,0.86941,0.87700,0.92500,0.90100,0.92122,0.87700,0.89857,0.90100
,,,,,,,,,,,
583_test,0.81757,0.79200,0.57560,0.72524,0.83000,0.75400,0.79200,0.77138,0.83000,0.79961,0.79200
583_train,0.92600,0.91750,0.83167,0.87847,0.93100,0.90400,0.91750,0.90652,0.93100,0.91860,0.91750
,,,,,,,,,,,
75_test,0.81737,0.56700,0.11651,0.53607,0.93900,0.19500,0.56700,0.53842,0.93900,0.68440,0.56700
75_train,0.87260,0.63500,0.25525,0.57803,1.00000,0.27000,0.63500,0.57803,1.00000,0.73260,0.63500
,,,,,,,,,,,
511_test,0.81672,0.67600,0.33891,0.60984,0.88500,0.46700,0.67600,0.62412,0.88500,0.73201,0.67600
511_train,0.91101,0.76450,0.51949,0.68014,0.99500,0.53400,0.76450,0.68104,0.99500,0.80861,0.76450
,,,,,,,,,,,
407_test,0.81623,0.71150,0.41134,0.63987,0.86700,0.55600,0.71150,0.66133,0.86700,0.75032,0.71150
407_train,0.92415,0.82550,0.64395,0.74344,0.98200,0.66900,0.82550,0.74791,0.98200,0.84911,0.82550
,,,,,,,,,,,
363_test,0.81614,0.83500,0.66333,0.78638,0.80700,0.86300,0.83500,0.85487,0.80700,0.83025,0.83500
363_train,0.88994,0.90250,0.80106,0.86983,0.88300,0.92200,0.90250,0.91883,0.88300,0.90056,0.90250
,,,,,,,,,,,
489_test,0.81595,0.83650,0.66639,0.78884,0.80600,0.86700,0.83650,0.85836,0.80600,0.83136,0.83650
489_train,0.88152,0.89900,0.79392,0.86779,0.87200,0.92600,0.89900,0.92178,0.87200,0.89620,0.89900
,,,,,,,,,,,
387_test,0.81574,0.80900,0.61028,0.74811,0.81900,0.79900,0.80900,0.80294,0.81900,0.81089,0.80900
387_train,0.79605,0.80900,0.61028,0.75375,0.79000,0.82800,0.80900,0.82121,0.79000,0.80530,0.80900
,,,,,,,,,,,
421_test,0.81573,0.84200,0.67762,0.79786,0.80300,0.88100,0.84200,0.87093,0.80300,0.83559,0.84200
421_train,0.87789,0.89800,0.79188,0.86787,0.86700,0.92900,0.89800,0.92431,0.86700,0.89474,0.89800
,,,,,,,,,,,
485_test,0.81492,0.83750,0.66844,0.79084,0.80400,0.87100,0.83750,0.86174,0.80400,0.83187,0.83750
485_train,0.89163,0.90900,0.81432,0.88133,0.88200,0.93600,0.90900,0.93235,0.88200,0.90647,0.90900
,,,,,,,,,,,
465_test,0.81484,0.81450,0.62151,0.75606,0.81500,0.81400,0.81450,0.81419,0.81500,0.81459,0.81450
465_train,0.88902,0.90900,0.81432,0.88284,0.87800,0.94000,0.90900,0.93603,0.87800,0.90609,0.90900
,,,,,,,,,,,
305_test,0.81480,0.83300,0.65925,0.78372,0.80600,0.86000,0.83300,0.85201,0.80600,0.82837,0.83300
305_train,0.87902,0.89750,0.79086,0.86631,0.86900,0.92600,0.89750,0.92153,0.86900,0.89449,0.89750
,,,,,,,,,,,
427_test,0.81478,0.83500,0.66333,0.78689,0.80500,0.86500,0.83500,0.85638,0.80500,0.82990,0.83500
427_train,0.88188,0.90000,0.79596,0.86949,0.87200,0.92800,0.90000,0.92373,0.87200,0.89712,0.90000
,,,,,,,,,,,
771_test,0.81474,0.85350,0.70108,0.81795,0.79600,0.91100,0.85350,0.89944,0.79600,0.84456,0.85350
771_train,0.79473,0.84350,0.68068,0.80943,0.77200,0.91500,0.84350,0.90082,0.77200,0.83145,0.84350
,,,,,,,,,,,
717_test,0.81473,0.77900,0.54907,0.70988,0.83200,0.72600,0.77900,0.75226,0.83200,0.79012,0.77900
717_train,0.88022,0.84750,0.68884,0.78343,0.89800,0.79700,0.84750,0.81562,0.89800,0.85483,0.84750
,,,,,,,,,,,
433_test,0.81462,0.80350,0.59906,0.74092,0.82000,0.78700,0.80350,0.79380,0.82000,0.80669,0.80350
433_train,0.92051,0.90250,0.80106,0.85452,0.93100,0.87400,0.90250,0.88079,0.93100,0.90520,0.90250
,,,,,,,,,,,
449_test,0.81437,0.69300,0.37360,0.62389,0.87300,0.51300,0.69300,0.64191,0.87300,0.73983,0.69300
449_train,0.86973,0.75300,0.49602,0.67363,0.93200,0.57400,0.75300,0.68630,0.93200,0.79050,0.75300
,,,,,,,,,,,
1205_test,0.81416,0.82900,0.65109,0.77772,0.80700,0.85100,0.82900,0.84414,0.80700,0.82515,0.82900
1205_train,0.86126,0.88650,0.76841,0.85509,0.84800,0.92500,0.88650,0.91874,0.84800,0.88196,0.88650
,,,,,,,,,,,
779_test,0.81414,0.84550,0.68476,0.80436,0.79900,0.89200,0.84550,0.88093,0.79900,0.83797,0.84550
779_train,0.83810,0.87400,0.74291,0.84381,0.82000,0.92800,0.87400,0.91928,0.82000,0.86681,0.87400
,,,,,,,,,,,
439_test,0.81398,0.78700,0.56539,0.71977,0.82700,0.74700,0.78700,0.76574,0.82700,0.79519,0.78700
439_train,0.93373,0.91650,0.82963,0.87268,0.94400,0.88900,0.91650,0.89479,0.94400,0.91873,0.91650
,,,,,,,,,,,
339_test,0.81384,0.82800,0.64905,0.77630,0.80700,0.84900,0.82800,0.84238,0.80700,0.82431,0.82800
339_train,0.88426,0.90850,0.81330,0.88465,0.87100,0.94600,0.90850,0.94162,0.87100,0.90494,0.90850
,,,,,,,,,,,
77_test,0.81368,0.61200,0.20832,0.56385,0.91100,0.31300,0.61200,0.57009,0.91100,0.70131,0.61200
77_train,0.89488,0.71350,0.41543,0.63588,0.99600,0.43100,0.71350,0.63642,0.99600,0.77661,0.71350
,,,,,,,,,,,
373_test,0.81364,0.75900,0.50826,0.68723,0.84000,0.67800,0.75900,0.72289,0.84000,0.77706,0.75900
373_train,0.92946,0.90150,0.79902,0.84878,0.94600,0.85700,0.90150,0.86869,0.94600,0.90570,0.90150
,,,,,,,,,,,
935_test,0.81321,0.69750,0.38278,0.62779,0.86900,0.52600,0.69750,0.64706,0.86900,0.74178,0.69750
935_train,0.82770,0.72000,0.42869,0.64661,0.88100,0.55900,0.72000,0.66641,0.88100,0.75883,0.72000
,,,,,,,,,,,
1449_test,0.81318,0.82600,0.64497,0.77347,0.80700,0.84500,0.82600,0.83888,0.80700,0.82263,0.82600
1449_train,0.85822,0.88350,0.76229,0.85109,0.84500,0.92200,0.88350,0.91549,0.84500,0.87884,0.88350
,,,,,,,,,,,
1323_test,0.81308,0.83400,0.66129,0.78593,0.80300,0.86500,0.83400,0.85608,0.80300,0.82869,0.83400
1323_train,0.85979,0.88800,0.77148,0.85871,0.84500,0.93100,0.88800,0.92451,0.84500,0.88297,0.88800
,,,,,,,,,,,
483_test,0.81297,0.82950,0.65211,0.77891,0.80500,0.85400,0.82950,0.84648,0.80500,0.82522,0.82950
483_train,0.89451,0.90800,0.81228,0.87776,0.88700,0.92900,0.90800,0.92589,0.88700,0.90603,0.90800
,,,,,,,,,,,
567_test,0.81263,0.59800,0.17976,0.55487,0.91600,0.28000,0.59800,0.55990,0.91600,0.69499,0.59800
567_train,0.84167,0.64400,0.27362,0.58499,0.94200,0.34600,0.64400,0.59023,0.94200,0.72573,0.64400
,,,,,,,,,,,
1417_test,0.81260,0.81800,0.62865,0.76177,0.81000,0.82600,0.81800,0.82317,0.81000,0.81653,0.81800
1417_train,0.87071,0.89450,0.78474,0.86514,0.85800,0.93100,0.89450,0.92557,0.85800,0.89050,0.89450
,,,,,,,,,,,
577_test,0.81259,0.83250,0.65823,0.78374,0.80300,0.86200,0.83250,0.85335,0.80300,0.82741,0.83250
577_train,0.89986,0.92450,0.84595,0.90748,0.88600,0.96300,0.92450,0.95991,0.88600,0.92148,0.92450
,,,,,,,,,,,
