model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
,,,,,,,,,,,
1632_test,0.75832,0.79350,0.57866,0.74257,0.74300,0.84400,0.79350,0.82647,0.74300,0.78252,0.79350
1632_train,0.96629,0.97150,0.94185,0.96191,0.96300,0.98000,0.97150,0.97965,0.96300,0.97126,0.97150
,,,,,,,,,,,
202_test,0.75801,0.78100,0.55315,0.72504,0.74800,0.81400,0.78100,0.80086,0.74800,0.77353,0.78100
202_train,0.96680,0.97600,0.95103,0.97158,0.96100,0.99100,0.97600,0.99072,0.96100,0.97563,0.97600
,,,,,,,,,,,
228_test,0.75779,0.78950,0.57050,0.73695,0.74400,0.83500,0.78950,0.81848,0.74400,0.77947,0.78950
228_train,0.97458,0.97550,0.95001,0.96453,0.97400,0.97700,0.97550,0.97693,0.97400,0.97546,0.97550
,,,,,,,,,,,
670_test,0.75755,0.77950,0.55009,0.72312,0.74800,0.81100,0.77950,0.79829,0.74800,0.77233,0.77950
670_train,0.97915,0.98250,0.96429,0.97665,0.97700,0.98800,0.98250,0.98787,0.97700,0.98240,0.98250
,,,,,,,,,,,
1398_test,0.75675,0.78150,0.55417,0.72605,0.74600,0.81700,0.78150,0.80301,0.74600,0.77346,0.78150
1398_train,0.95401,0.96700,0.93267,0.96115,0.94600,0.98800,0.96700,0.98747,0.94600,0.96629,0.96700
,,,,,,,,,,,
1044_test,0.75653,0.73700,0.46337,0.67169,0.76500,0.70900,0.73700,0.72443,0.76500,0.74416,0.73700
1044_train,0.87185,0.83050,0.65415,0.76217,0.89400,0.76700,0.83050,0.79326,0.89400,0.84062,0.83050
,,,,,,,,,,,
1308_test,0.75605,0.80000,0.59192,0.75297,0.73700,0.86300,0.80000,0.84325,0.73700,0.78655,0.80000
1308_train,0.94162,0.96250,0.92349,0.96052,0.92900,0.99600,0.96250,0.99571,0.92900,0.96120,0.96250
,,,,,,,,,,,
1098_test,0.75579,0.78300,0.55723,0.72836,0.74400,0.82200,0.78300,0.80694,0.74400,0.77419,0.78300
1098_train,0.96904,0.97700,0.95307,0.97210,0.96400,0.99000,0.97700,0.98973,0.96400,0.97670,0.97700
,,,,,,,,,,,
788_test,0.75575,0.78750,0.56642,0.73468,0.74200,0.83300,0.78750,0.81628,0.74200,0.77737,0.78750
788_train,0.98420,0.98450,0.96837,0.97723,0.98400,0.98500,0.98450,0.98498,0.98400,0.98449,0.98450
,,,,,,,,,,,
798_test,0.75567,0.77800,0.54703,0.72157,0.74600,0.81000,0.77800,0.79701,0.74600,0.77066,0.77800
798_train,0.97695,0.98000,0.95919,0.97273,0.97500,0.98500,0.98000,0.98485,0.97500,0.97990,0.98000
,,,,,,,,,,,
910_test,0.75531,0.79300,0.57764,0.74274,0.73900,0.84700,0.79300,0.82848,0.73900,0.78118,0.79300
910_train,0.97612,0.98100,0.96123,0.97562,0.97300,0.98900,0.98100,0.98882,0.97300,0.98085,0.98100
,,,,,,,,,,,
1228_test,0.75518,0.59850,0.18078,0.55595,0.82300,0.37400,0.59850,0.56798,0.82300,0.67211,0.59850
1228_train,0.78623,0.60800,0.20016,0.56167,0.86800,0.34800,0.60800,0.57105,0.86800,0.68889,0.60800
,,,,,,,,,,,
1306_test,0.75503,0.79900,0.58988,0.75179,0.73600,0.86200,0.79900,0.84211,0.73600,0.78549,0.79900
1306_train,0.92758,0.95400,0.90614,0.95202,0.91200,0.99600,0.95400,0.99563,0.91200,0.95198,0.95400
,,,,,,,,,,,
538_test,0.75479,0.69650,0.38074,0.63134,0.78000,0.61300,0.69650,0.66838,0.78000,0.71989,0.69650
538_train,0.90188,0.84850,0.69088,0.77832,0.93200,0.76500,0.84850,0.79863,0.93200,0.86018,0.84850
,,,,,,,,,,,
1688_test,0.75470,0.79100,0.57356,0.74001,0.73900,0.84300,0.79100,0.82478,0.73900,0.77954,0.79100
1688_train,0.97982,0.97800,0.95511,0.96612,0.98100,0.97500,0.97800,0.97515,0.98100,0.97807,0.97800
,,,,,,,,,,,
1724_test,0.75468,0.78400,0.55927,0.73005,0.74200,0.82600,0.78400,0.81004,0.74200,0.77453,0.78400
1724_train,0.97537,0.97750,0.95409,0.96836,0.97400,0.98100,0.97750,0.98087,0.97400,0.97742,0.97750
,,,,,,,,,,,
1562_test,0.75460,0.77450,0.53989,0.71715,0.74600,0.80300,0.77450,0.79109,0.74600,0.76788,0.77450
1562_train,0.96709,0.97200,0.94287,0.96241,0.96400,0.98000,0.97200,0.97967,0.96400,0.97177,0.97200
,,,,,,,,,,,
1086_test,0.75450,0.79500,0.58172,0.74594,0.73700,0.85300,0.79500,0.83371,0.73700,0.78238,0.79500
1086_train,0.95272,0.96200,0.92246,0.95105,0.94700,0.97700,0.96200,0.97629,0.94700,0.96142,0.96200
,,,,,,,,,,,
818_test,0.75449,0.76950,0.52969,0.71064,0.74800,0.79100,0.76950,0.78161,0.74800,0.76444,0.76950
818_train,0.98498,0.98650,0.97245,0.98112,0.98400,0.98900,0.98650,0.98894,0.98400,0.98647,0.98650
,,,,,,,,,,,
114_test,0.75439,0.45450,-0.11304,0.47836,0.88400,0.02500,0.45450,0.47552,0.88400,0.61840,0.45450
114_train,0.76536,0.46700,-0.08753,0.48409,0.89700,0.03700,0.46700,0.48226,0.89700,0.62727,0.46700
,,,,,,,,,,,
1078_test,0.75433,0.78750,0.56642,0.73508,0.74000,0.83500,0.78750,0.81768,0.74000,0.77690,0.78750
1078_train,0.73479,0.74150,0.47256,0.68020,0.73200,0.75100,0.74150,0.74618,0.73200,0.73902,0.74150
,,,,,,,,,,,
1630_test,0.75393,0.78850,0.56846,0.73663,0.73900,0.83800,0.78850,0.82020,0.73900,0.77749,0.78850
1630_train,0.98318,0.98500,0.96939,0.97914,0.98200,0.98800,0.98500,0.98793,0.98200,0.98495,0.98500
,,,,,,,,,,,
1734_test,0.75356,0.78500,0.56131,0.73176,0.74000,0.83000,0.78500,0.81319,0.74000,0.77487,0.78500
1734_train,0.95382,0.96650,0.93165,0.96018,0.94600,0.98700,0.96650,0.98644,0.94600,0.96580,0.96650
,,,,,,,,,,,
1458_test,0.75351,0.78250,0.55621,0.72828,0.74100,0.82400,0.78250,0.80807,0.74100,0.77308,0.78250
1458_train,0.92298,0.95200,0.90206,0.95100,0.90600,0.99800,0.95200,0.99780,0.90600,0.94969,0.95200
,,,,,,,,,,,
826_test,0.75273,0.77300,0.53683,0.71562,0.74400,0.80200,0.77300,0.78981,0.74400,0.76622,0.77300
826_train,0.97878,0.98000,0.95919,0.97133,0.97800,0.98200,0.98000,0.98193,0.97800,0.97996,0.98000
,,,,,,,,,,,
224_test,0.75264,0.78200,0.55519,0.72782,0.74000,0.82400,0.78200,0.80786,0.74000,0.77244,0.78200
224_train,0.97573,0.98000,0.95919,0.97367,0.97300,0.98700,0.98000,0.98682,0.97300,0.97986,0.98000
,,,,,,,,,,,
1640_test,0.75227,0.73200,0.45317,0.66687,0.76100,0.70300,0.73200,0.71928,0.76100,0.73955,0.73200
1640_train,0.79051,0.76350,0.51745,0.69610,0.80300,0.72400,0.76350,0.74421,0.80300,0.77249,0.76350
,,,,,,,,,,,
850_test,0.75202,0.76600,0.52255,0.70670,0.74600,0.78600,0.76600,0.77708,0.74600,0.76122,0.76600
850_train,0.98000,0.98000,0.95919,0.97040,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000
,,,,,,,,,,,
842_test,0.75197,0.77050,0.53173,0.71252,0.74400,0.79700,0.77050,0.78564,0.74400,0.76425,0.77050
842_train,0.98941,0.98850,0.97654,0.98217,0.99000,0.98700,0.98850,0.98704,0.99000,0.98852,0.98850
,,,,,,,,,,,
126_test,0.75179,0.78850,0.56846,0.73725,0.73600,0.84100,0.78850,0.82235,0.73600,0.77678,0.78850
126_train,0.98779,0.98900,0.97756,0.98458,0.98700,0.99100,0.98900,0.99096,0.98700,0.98898,0.98900
,,,,,,,,,,,
962_test,0.75157,0.77850,0.54805,0.72328,0.74000,0.81700,0.77850,0.80173,0.74000,0.76963,0.77850
962_train,0.96926,0.97600,0.95103,0.96967,0.96500,0.98700,0.97600,0.98671,0.96500,0.97573,0.97600
,,,,,,,,,,,
944_test,0.75156,0.75750,0.50520,0.69620,0.74900,0.76600,0.75750,0.76195,0.74900,0.75542,0.75750
944_train,0.89318,0.90250,0.80106,0.86809,0.88800,0.91700,0.90250,0.91452,0.88800,0.90107,0.90250
,,,,,,,,,,,
1714_test,0.75150,0.75500,0.50010,0.69318,0.75000,0.76000,0.75500,0.75758,0.75000,0.75377,0.75500
1714_train,0.98608,0.97700,0.95307,0.95940,0.99200,0.96200,0.97700,0.96311,0.99200,0.97734,0.97700
,,,,,,,,,,,
852_test,0.75143,0.78500,0.56131,0.73235,0.73700,0.83300,0.78500,0.81527,0.73700,0.77416,0.78500
852_train,0.97539,0.97600,0.95103,0.96503,0.97500,0.97700,0.97600,0.97695,0.97500,0.97598,0.97600
,,,,,,,,,,,
770_test,0.75096,0.76250,0.51541,0.70251,0.74600,0.77900,0.76250,0.77146,0.74600,0.75852,0.76250
770_train,0.70911,0.72200,0.43277,0.66212,0.70400,0.74000,0.72200,0.73029,0.70400,0.71690,0.72200
,,,,,,,,,,,
194_test,0.75087,0.78550,0.56233,0.73322,0.73600,0.83500,0.78550,0.81687,0.73600,0.77433,0.78550
194_train,0.97267,0.98000,0.95919,0.97607,0.96800,0.99200,0.98000,0.99180,0.96800,0.97976,0.98000
,,,,,,,,,,,
1726_test,0.75051,0.78200,0.55519,0.72839,0.73700,0.82700,0.78200,0.80989,0.73700,0.77173,0.78200
1726_train,0.97683,0.97500,0.94899,0.96178,0.97800,0.97200,0.97500,0.97217,0.97800,0.97507,0.97500
,,,,,,,,,,,
1118_test,0.75025,0.76250,0.51541,0.70266,0.74500,0.78000,0.76250,0.77202,0.74500,0.75827,0.76250
1118_train,0.97136,0.97350,0.94593,0.96253,0.97000,0.97700,0.97350,0.97684,0.97000,0.97341,0.97350
,,,,,,,,,,,
1104_test,0.75005,0.79450,0.58070,0.74660,0.73100,0.85800,0.79450,0.83734,0.73100,0.78057,0.79450
1104_train,0.95569,0.96650,0.93165,0.95877,0.94900,0.98400,0.96650,0.98342,0.94900,0.96590,0.96650
,,,,,,,,,,,
250_test,0.75000,0.77100,0.53275,0.71363,0.74100,0.80100,0.77100,0.78830,0.74100,0.76392,0.77100
250_train,0.98177,0.98450,0.96837,0.97912,0.98000,0.98900,0.98450,0.98890,0.98000,0.98443,0.98450
,,,,,,,,,,,
726_test,0.74990,0.78000,0.55111,0.72578,0.73700,0.82300,0.78000,0.80635,0.73700,0.77011,0.78000
726_train,0.98821,0.98700,0.97347,0.97972,0.98900,0.98500,0.98700,0.98506,0.98900,0.98703,0.98700
,,,,,,,,,,,
786_test,0.74985,0.77750,0.54601,0.72236,0.73800,0.81700,0.77750,0.80130,0.73800,0.76835,0.77750
786_train,0.98942,0.98700,0.97347,0.97879,0.99100,0.98300,0.98700,0.98313,0.99100,0.98705,0.98700
,,,,,,,,,,,
474_test,0.74964,0.77450,0.53989,0.71836,0.73900,0.81000,0.77450,0.79548,0.73900,0.76620,0.77450
474_train,0.83960,0.86650,0.72761,0.82941,0.82600,0.90700,0.86650,0.89880,0.82600,0.86087,0.86650
,,,,,,,,,,,
796_test,0.74954,0.78350,0.55825,0.73076,0.73500,0.83200,0.78350,0.81395,0.73500,0.77246,0.78350
796_train,0.97319,0.97350,0.94593,0.96118,0.97300,0.97400,0.97350,0.97397,0.97300,0.97349,0.97350
,,,,,,,,,,,
560_test,0.74944,0.79250,0.57662,0.74381,0.73100,0.85400,0.79250,0.83352,0.73100,0.77890,0.79250
560_train,0.91679,0.94750,0.89288,0.94552,0.89900,0.99600,0.94750,0.99557,0.89900,0.94482,0.94750
,,,,,,,,,,,
1742_test,0.74939,0.79000,0.57152,0.74014,0.73200,0.84800,0.79000,0.82805,0.73200,0.77707,0.79000
1742_train,0.98177,0.98450,0.96837,0.97912,0.98000,0.98900,0.98450,0.98890,0.98000,0.98443,0.98450
,,,,,,,,,,,
132_test,0.74924,0.78250,0.55621,0.72943,0.73500,0.83000,0.78250,0.81215,0.73500,0.77165,0.78250
132_train,0.98462,0.98250,0.96429,0.97244,0.98600,0.97900,0.98250,0.97915,0.98600,0.98256,0.98250
,,,,,,,,,,,
222_test,0.74903,0.78650,0.56437,0.73517,0.73300,0.84000,0.78650,0.82083,0.73300,0.77443,0.78650
222_train,0.97108,0.97750,0.95409,0.97165,0.96700,0.98800,0.97750,0.98774,0.96700,0.97726,0.97750
,,,,,,,,,,,
64_test,0.74898,0.78400,0.55927,0.73162,0.73400,0.83400,0.78400,0.81556,0.73400,0.77263,0.78400
64_train,0.97497,0.97650,0.95205,0.96644,0.97400,0.97900,0.97650,0.97889,0.97400,0.97644,0.97650
,,,,,,,,,,,
230_test,0.74885,0.75550,0.50112,0.69429,0.74600,0.76500,0.75550,0.76045,0.74600,0.75315,0.75550
230_train,0.95694,0.95200,0.90206,0.92709,0.96000,0.94400,0.95200,0.94488,0.96000,0.95238,0.95200
,,,,,,,,,,,
68_test,0.74873,0.77850,0.54805,0.72402,0.73600,0.82100,0.77850,0.80437,0.73600,0.76867,0.77850
68_train,0.97937,0.98150,0.96225,0.97423,0.97800,0.98500,0.98150,0.98489,0.97800,0.98144,0.98150
,,,,,,,,,,,
1060_test,0.74868,0.77600,0.54295,0.72062,0.73700,0.81500,0.77600,0.79935,0.73700,0.76691,0.77600
1060_train,0.84339,0.85200,0.69802,0.80321,0.83900,0.86500,0.85200,0.86140,0.83900,0.85005,0.85200
,,,,,,,,,,,
1396_test,0.74866,0.80400,0.60008,0.76176,0.72500,0.88300,0.80400,0.86105,0.72500,0.78719,0.80400
1396_train,0.90472,0.93950,0.87656,0.93654,0.88500,0.99400,0.93950,0.99327,0.88500,0.93601,0.93950
,,,,,,,,,,,
1054_test,0.74843,0.77050,0.53173,0.71334,0.73900,0.80200,0.77050,0.78869,0.73900,0.76304,0.77050
1054_train,0.85643,0.86300,0.72047,0.81596,0.85300,0.87300,0.86300,0.87041,0.85300,0.86162,0.86300
,,,,,,,,,,,
1692_test,0.74837,0.78200,0.55519,0.72897,0.73400,0.83000,0.78200,0.81195,0.73400,0.77101,0.78200
1692_train,0.97119,0.97150,0.94185,0.95828,0.97100,0.97200,0.97150,0.97197,0.97100,0.97149,0.97150
,,,,,,,,,,,
924_test,0.74759,0.75600,0.50214,0.69515,0.74400,0.76800,0.75600,0.76230,0.74400,0.75304,0.75600
924_train,0.85923,0.88450,0.76433,0.85242,0.84600,0.92300,0.88450,0.91658,0.84600,0.87988,0.88450
,,,,,,,,,,,
800_test,0.74731,0.77150,0.53377,0.71493,0.73700,0.80600,0.77150,0.79162,0.73700,0.76334,0.77150
800_train,0.98018,0.98200,0.96327,0.97473,0.97900,0.98500,0.98200,0.98491,0.97900,0.98195,0.98200
,,,,,,,,,,,
1088_test,0.74697,0.79150,0.57458,0.74308,0.72800,0.85500,0.79150,0.83391,0.72800,0.77736,0.79150
1088_train,0.96014,0.97000,0.93879,0.96320,0.95400,0.98600,0.97000,0.98554,0.95400,0.96951,0.97000
,,,,,,,,,,,
440_test,0.74694,0.81250,0.61743,0.77637,0.71900,0.90600,0.81250,0.88438,0.71900,0.79316,0.81250
440_train,0.92196,0.95100,0.90002,0.94951,0.90500,0.99700,0.95100,0.99670,0.90500,0.94864,0.95100
,,,,,,,,,,,
824_test,0.74680,0.77450,0.53989,0.71906,0.73500,0.81400,0.77450,0.79805,0.73500,0.76523,0.77450
824_train,0.97434,0.97800,0.95511,0.97026,0.97200,0.98400,0.97800,0.98381,0.97200,0.97787,0.97800
,,,,,,,,,,,
1244_test,0.74674,0.77900,0.54907,0.72523,0.73300,0.82500,0.77900,0.80727,0.73300,0.76834,0.77900
1244_train,0.94636,0.96500,0.92859,0.96253,0.93500,0.99500,0.96500,0.99468,0.93500,0.96392,0.96500
,,,,,,,,,,,
184_test,0.74671,0.79300,0.57764,0.74540,0.72700,0.85900,0.79300,0.83756,0.72700,0.77837,0.79300
184_train,0.96693,0.97000,0.93879,0.95813,0.96500,0.97500,0.97000,0.97475,0.96500,0.96985,0.97000
,,,,,,,,,,,
732_test,0.74662,0.78800,0.56744,0.73804,0.72900,0.84700,0.78800,0.82653,0.72900,0.77471,0.78800
732_train,0.97602,0.97450,0.94797,0.96128,0.97700,0.97200,0.97450,0.97214,0.97700,0.97456,0.97450
,,,,,,,,,,,
66_test,0.74650,0.77350,0.53785,0.71779,0.73500,0.81200,0.77350,0.79632,0.73500,0.76443,0.77350
66_train,0.98580,0.98550,0.97041,0.97822,0.98600,0.98500,0.98550,0.98501,0.98600,0.98551,0.98550
,,,,,,,,,,,
108_test,0.74625,0.69750,0.38278,0.63300,0.76700,0.62800,0.69750,0.67340,0.76700,0.71716,0.69750
108_train,0.96496,0.93150,0.86023,0.88364,0.98600,0.87700,0.93150,0.88909,0.98600,0.93504,0.93150
,,,,,,,,,,,
192_test,0.74462,0.78850,0.56846,0.73937,0.72600,0.85100,0.78850,0.82971,0.72600,0.77440,0.78850
192_train,0.96972,0.97400,0.94695,0.96487,0.96700,0.98100,0.97400,0.98073,0.96700,0.97382,0.97400
,,,,,,,,,,,
1476_test,0.74454,0.70100,0.38992,0.63644,0.76300,0.63900,0.70100,0.67883,0.76300,0.71846,0.70100
1476_train,0.76673,0.74350,0.47664,0.67732,0.77700,0.71000,0.74350,0.72821,0.77700,0.75181,0.74350
,,,,,,,,,,,
576_test,0.74431,0.80400,0.60008,0.76334,0.71900,0.88900,0.80400,0.86627,0.71900,0.78579,0.80400
576_train,0.79090,0.86200,0.71842,0.84646,0.75800,0.96600,0.86200,0.95707,0.75800,0.84598,0.86200
,,,,,,,,,,,
730_test,0.74423,0.76600,0.52255,0.70843,0.73500,0.79700,0.76600,0.78358,0.73500,0.75851,0.76600
730_train,0.98720,0.98750,0.97450,0.98164,0.98700,0.98800,0.98750,0.98799,0.98700,0.98749,0.98750
,,,,,,,,,,,
164_test,0.74375,0.72900,0.44705,0.66483,0.75000,0.70800,0.72900,0.71977,0.75000,0.73457,0.72900
164_train,0.90006,0.88950,0.77454,0.84161,0.90600,0.87300,0.88950,0.87706,0.90600,0.89129,0.88950
,,,,,,,,,,,
1502_test,0.74274,0.77050,0.53173,0.71470,0.73100,0.81000,0.77050,0.79370,0.73100,0.76106,0.77050
1502_train,0.97880,0.97850,0.95613,0.96798,0.97900,0.97800,0.97850,0.97802,0.97900,0.97851,0.97850
,,,,,,,,,,,
1274_test,0.74253,0.79350,0.57866,0.74750,0.72100,0.86600,0.79350,0.84327,0.72100,0.77736,0.79350
1274_train,0.91253,0.94650,0.89084,0.94650,0.89300,1.00000,0.94650,1.00000,0.89300,0.94348,0.94650
,,,,,,,,,,,
1100_test,0.74230,0.78800,0.56744,0.73934,0.72300,0.85300,0.78800,0.83103,0.72300,0.77326,0.78800
1100_train,0.95281,0.96550,0.92961,0.95870,0.94500,0.98600,0.96550,0.98540,0.94500,0.96478,0.96550
,,,,,,,,,,,
1426_test,0.74227,0.79500,0.58172,0.74988,0.72000,0.87000,0.79500,0.84706,0.72000,0.77838,0.79500
1426_train,0.95766,0.97000,0.93879,0.96510,0.95000,0.99000,0.97000,0.98958,0.95000,0.96939,0.97000
,,,,,,,,,,,
1428_test,0.74158,0.79750,0.58682,0.75399,0.71800,0.87700,0.79750,0.85375,0.71800,0.78001,0.79750
1428_train,0.85078,0.90850,0.81330,0.90652,0.82100,0.99600,0.90850,0.99515,0.82100,0.89973,0.90850
,,,,,,,,,,,
1148_test,0.74149,0.76400,0.51847,0.70646,0.73200,0.79600,0.76400,0.78205,0.73200,0.75620,0.76400
1148_train,0.97854,0.98250,0.96429,0.97712,0.97600,0.98900,0.98250,0.98886,0.97600,0.98239,0.98250
,,,,,,,,,,,
1674_test,0.74104,0.76250,0.51541,0.70463,0.73200,0.79300,0.76250,0.77955,0.73200,0.75503,0.76250
1674_train,0.70688,0.73700,0.46337,0.67982,0.69500,0.77900,0.73700,0.75873,0.69500,0.72547,0.73700
,,,,,,,,,,,
416_test,0.74078,0.74500,0.47970,0.68325,0.73900,0.75100,0.74500,0.74798,0.73900,0.74346,0.74500
416_train,0.85549,0.85450,0.70312,0.80254,0.85600,0.85300,0.85450,0.85344,0.85600,0.85472,0.85450
,,,,,,,,,,,
728_test,0.74055,0.76800,0.52663,0.71190,0.72900,0.80700,0.76800,0.79067,0.72900,0.75858,0.76800
728_train,0.98680,0.98650,0.97245,0.97970,0.98700,0.98600,0.98650,0.98601,0.98700,0.98651,0.98650
,,,,,,,,,,,
568_test,0.74055,0.79650,0.58478,0.75278,0.71700,0.87600,0.79650,0.85256,0.71700,0.77892,0.79650
568_train,0.73269,0.82600,0.64497,0.80740,0.69400,0.95800,0.82600,0.94293,0.69400,0.79954,0.82600
,,,,,,,,,,,
188_test,0.74051,0.78450,0.56029,0.73475,0.72200,0.84700,0.78450,0.82514,0.72200,0.77013,0.78450
188_train,0.97815,0.98150,0.96225,0.97517,0.97600,0.98700,0.98150,0.98686,0.97600,0.98140,0.98150
,,,,,,,,,,,
72_test,0.74048,0.77250,0.53581,0.71794,0.72700,0.81800,0.77250,0.79978,0.72700,0.76166,0.77250
72_train,0.97350,0.97900,0.95715,0.97315,0.97000,0.98800,0.97900,0.98778,0.97000,0.97881,0.97900
,,,,,,,,,,,
1030_test,0.74032,0.78150,0.55417,0.73049,0.72300,0.84000,0.78150,0.81880,0.72300,0.76792,0.78150
1030_train,0.97815,0.98150,0.96225,0.97517,0.97600,0.98700,0.98150,0.98686,0.97600,0.98140,0.98150
,,,,,,,,,,,
662_test,0.73949,0.77400,0.53887,0.72023,0.72500,0.82300,0.77400,0.80377,0.72500,0.76236,0.77400
662_train,0.98055,0.98450,0.96837,0.98008,0.97800,0.99100,0.98450,0.99088,0.97800,0.98440,0.98450
,,,,,,,,,,,
878_test,0.73910,0.75600,0.50214,0.69684,0.73200,0.78000,0.75600,0.76891,0.73200,0.75000,0.75600
878_train,0.85665,0.86750,0.72965,0.82342,0.85100,0.88400,0.86750,0.88004,0.85100,0.86528,0.86750
,,,,,,,,,,,
834_test,0.73874,0.80250,0.59702,0.76298,0.71200,0.89300,0.80250,0.86935,0.71200,0.78285,0.80250
834_train,0.95349,0.97050,0.93981,0.96950,0.94300,0.99800,0.97050,0.99788,0.94300,0.96967,0.97050
,,,,,,,,,,,
1602_test,0.73860,0.79250,0.57662,0.74726,0.71600,0.86900,0.79250,0.84534,0.71600,0.77531,0.79250
1602_train,0.90826,0.93850,0.87452,0.93172,0.89100,0.98600,0.93850,0.98453,0.89100,0.93543,0.93850
,,,,,,,,,,,
240_test,0.73839,0.77750,0.54601,0.72537,0.72200,0.83300,0.77750,0.81215,0.72200,0.76443,0.77750
240_train,0.95578,0.96350,0.92553,0.95209,0.95100,0.97600,0.96350,0.97538,0.95100,0.96304,0.96350
,,,,,,,,,,,
1712_test,0.73784,0.79000,0.57152,0.74371,0.71600,0.86400,0.79000,0.84038,0.71600,0.77322,0.79000
1712_train,0.95310,0.96950,0.93777,0.96752,0.94300,0.99600,0.96950,0.99578,0.94300,0.96867,0.96950
,,,,,,,,,,,
1142_test,0.73745,0.77200,0.53479,0.71802,0.72300,0.82100,0.77200,0.80155,0.72300,0.76025,0.77200
1142_train,0.97127,0.97800,0.95511,0.97262,0.96700,0.98900,0.97800,0.98875,0.96700,0.97776,0.97800
,,,,,,,,,,,
412_test,0.73743,0.82450,0.64191,0.80209,0.70100,0.94800,0.82450,0.93094,0.70100,0.79977,0.82450
412_train,0.74687,0.84750,0.68884,0.84311,0.70400,0.99100,0.84750,0.98738,0.70400,0.82195,0.84750
,,,,,,,,,,,
1022_test,0.73667,0.76700,0.52459,0.71150,0.72400,0.81000,0.76700,0.79212,0.72400,0.75653,0.76700
1022_train,0.97957,0.98200,0.96327,0.97520,0.97800,0.98600,0.98200,0.98589,0.97800,0.98193,0.98200
,,,,,,,,,,,
246_test,0.73613,0.77000,0.53071,0.71564,0.72200,0.81800,0.77000,0.79867,0.72200,0.75840,0.77000
246_train,0.97632,0.98150,0.96225,0.97660,0.97300,0.99000,0.98150,0.98983,0.97300,0.98134,0.98150
,,,,,,,,,,,
462_test,0.73560,0.78500,0.56131,0.73695,0.71500,0.85500,0.78500,0.83140,0.71500,0.76882,0.78500
462_train,0.94439,0.96150,0.92144,0.95613,0.93400,0.98900,0.96150,0.98836,0.93400,0.96041,0.96150
,,,,,,,,,,,
884_test,0.73509,0.75450,0.49908,0.69579,0.72700,0.78200,0.75450,0.76931,0.72700,0.74756,0.75450
884_train,0.77336,0.79650,0.58478,0.74248,0.76300,0.83000,0.79650,0.81779,0.76300,0.78945,0.79650
,,,,,,,,,,,
458_test,0.73450,0.80300,0.59804,0.76541,0.70600,0.90000,0.80300,0.87593,0.70600,0.78184,0.80300
458_train,0.88713,0.93100,0.85921,0.93050,0.86300,0.99900,0.93100,0.99884,0.86300,0.92597,0.93100
,,,,,,,,,,,
518_test,0.73439,0.78100,0.55315,0.73147,0.71500,0.84700,0.78100,0.82373,0.71500,0.76552,0.78100
518_train,0.87680,0.91900,0.83473,0.91129,0.85400,0.98400,0.91900,0.98161,0.85400,0.91337,0.91900
,,,,,,,,,,,
1686_test,0.73424,0.76850,0.52765,0.71409,0.72000,0.81700,0.76850,0.79734,0.72000,0.75670,0.76850
1686_train,0.98059,0.98150,0.96225,0.97329,0.98000,0.98300,0.98150,0.98295,0.98000,0.98147,0.98150
,,,,,,,,,,,
1250_test,0.73391,0.66150,0.30932,0.60240,0.76400,0.55900,0.66150,0.63402,0.76400,0.69297,0.66150
1250_train,0.76469,0.70500,0.39808,0.63836,0.79100,0.61900,0.70500,0.67491,0.79100,0.72836,0.70500
,,,,,,,,,,,
298_test,0.73379,0.80550,0.60314,0.76985,0.70400,0.90700,0.80550,0.88331,0.70400,0.78353,0.80550
298_train,0.70241,0.77000,0.53071,0.72478,0.67600,0.86400,0.77000,0.83251,0.67600,0.74614,0.77000
,,,,,,,,,,,
820_test,0.73343,0.77300,0.53683,0.72043,0.71700,0.82900,0.77300,0.80743,0.71700,0.75953,0.77300
820_train,0.97541,0.97450,0.94797,0.96173,0.97600,0.97300,0.97450,0.97308,0.97600,0.97454,0.97450
,,,,,,,,,,,
1234_test,0.73337,0.79450,0.58070,0.75212,0.70800,0.88100,0.79450,0.85611,0.70800,0.77504,0.79450
1234_train,0.81190,0.87200,0.73883,0.85435,0.78300,0.96100,0.87200,0.95255,0.78300,0.85950,0.87200
,,,,,,,,,,,
206_test,0.73279,0.79500,0.58172,0.75311,0.70700,0.88300,0.79500,0.85801,0.70700,0.77522,0.79500
206_train,0.94066,0.96000,0.91838,0.95559,0.92900,0.99100,0.96000,0.99041,0.92900,0.95872,0.96000
,,,,,,,,,,,
480_test,0.73262,0.69550,0.37870,0.63234,0.74800,0.64300,0.69550,0.67692,0.74800,0.71069,0.69550
480_train,0.82711,0.79700,0.58580,0.72943,0.84200,0.75200,0.79700,0.77248,0.84200,0.80574,0.79700
,,,,,,,,,,,
1644_test,0.73121,0.76800,0.52663,0.71416,0.71600,0.82000,0.76800,0.79911,0.71600,0.75527,0.76800
1644_train,0.77120,0.81200,0.61640,0.76637,0.75300,0.87100,0.81200,0.85374,0.75300,0.80021,0.81200
,,,,,,,,,,,
138_test,0.73081,0.72550,0.43991,0.66285,0.73300,0.71800,0.72550,0.72217,0.73300,0.72754,0.72550
138_train,0.79638,0.78650,0.56437,0.72302,0.80100,0.77200,0.78650,0.77843,0.80100,0.78955,0.78650
,,,,,,,,,,,
768_test,0.73056,0.77550,0.54193,0.72469,0.71200,0.83900,0.77550,0.81558,0.71200,0.76028,0.77550
