model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
,,,,,,,,,,,
1264_test,0.79548,0.81150,0.61538,0.75757,0.78800,0.83500,0.81150,0.82686,0.78800,0.80696,0.81150
1264_train,0.96405,0.97050,0.93981,0.96137,0.96000,0.98100,0.97050,0.98059,0.96000,0.97019,0.97050
,,,,,,,,,,,
1418_test,0.79525,0.80650,0.60518,0.75040,0.79000,0.82300,0.80650,0.81696,0.79000,0.80325,0.80650
1418_train,0.94444,0.96000,0.91838,0.95274,0.93500,0.98500,0.96000,0.98421,0.93500,0.95897,0.96000
,,,,,,,,,,,
282_test,0.79500,0.71350,0.41543,0.64354,0.83300,0.59400,0.71350,0.67232,0.83300,0.74408,0.71350
282_train,0.88844,0.83300,0.65925,0.76112,0.91900,0.74700,0.83300,0.78413,0.91900,0.84622,0.83300
,,,,,,,,,,,
1492_test,0.79483,0.64000,0.26546,0.58348,0.86700,0.41300,0.64000,0.59629,0.86700,0.70660,0.64000
1492_train,0.86756,0.69550,0.37870,0.62278,0.95900,0.43200,0.69550,0.62803,0.95900,0.75900,0.69550
,,,,,,,,,,,
488_test,0.79447,0.81050,0.61334,0.75642,0.78700,0.83400,0.81050,0.82581,0.78700,0.80594,0.81050
488_train,0.95506,0.96000,0.91838,0.94504,0.95200,0.96800,0.96000,0.96748,0.95200,0.95968,0.96000
,,,,,,,,,,,
822_test,0.79446,0.82550,0.64395,0.77931,0.78000,0.87100,0.82550,0.85809,0.78000,0.81718,0.82550
822_train,0.97284,0.98200,0.96327,0.98051,0.96700,0.99700,0.98200,0.99691,0.96700,0.98173,0.98200
,,,,,,,,,,,
460_test,0.79394,0.78950,0.57050,0.72748,0.79600,0.78300,0.78950,0.78578,0.79600,0.79086,0.78950
460_train,0.98136,0.96800,0.93471,0.94379,0.99000,0.94600,0.96800,0.94828,0.99000,0.96869,0.96800
,,,,,,,,,,,
1464_test,0.79381,0.75900,0.50826,0.69037,0.81000,0.70800,0.75900,0.73503,0.81000,0.77069,0.75900
1464_train,0.97954,0.95400,0.90614,0.91714,0.99600,0.91200,0.95400,0.91882,0.99600,0.95585,0.95400
,,,,,,,,,,,
492_test,0.79375,0.79750,0.58682,0.73824,0.79200,0.80300,0.79750,0.80081,0.79200,0.79638,0.79750
492_train,0.97800,0.97800,0.95511,0.96748,0.97800,0.97800,0.97800,0.97800,0.97800,0.97800,0.97800
,,,,,,,,,,,
440_test,0.79371,0.78450,0.56029,0.72106,0.79800,0.77100,0.78450,0.77702,0.79800,0.78737,0.78450
440_train,0.98285,0.97800,0.95511,0.96389,0.98600,0.97000,0.97800,0.97047,0.98600,0.97817,0.97800
,,,,,,,,,,,
1538_test,0.79352,0.50000,-0.02020,0.50000,0.93000,0.07000,0.50000,0.50000,0.93000,0.65035,0.50000
1538_train,0.83448,0.56200,0.10630,0.53311,0.97100,0.15300,0.56200,0.53410,0.97100,0.68914,0.56200
,,,,,,,,,,,
542_test,0.79346,0.80950,0.61130,0.75526,0.78600,0.83300,0.80950,0.82476,0.78600,0.80492,0.80950
542_train,0.94260,0.95350,0.90512,0.93987,0.93600,0.97100,0.95350,0.96995,0.93600,0.95267,0.95350
,,,,,,,,,,,
1204_test,0.79320,0.81300,0.61845,0.76050,0.78400,0.84200,0.81300,0.83227,0.78400,0.80742,0.81300
1204_train,0.96428,0.96950,0.93777,0.95899,0.96100,0.97800,0.96950,0.97762,0.96100,0.96924,0.96950
,,,,,,,,,,,
310_test,0.79315,0.81500,0.62253,0.76351,0.78300,0.84700,0.81500,0.83654,0.78300,0.80888,0.81500
310_train,0.95382,0.96000,0.91838,0.94592,0.95000,0.97000,0.96000,0.96939,0.95000,0.95960,0.96000
,,,,,,,,,,,
372_test,0.79309,0.81050,0.61334,0.75684,0.78500,0.83600,0.81050,0.82719,0.78500,0.80554,0.81050
372_train,0.97617,0.97800,0.95511,0.96886,0.97500,0.98100,0.97800,0.98089,0.97500,0.97793,0.97800
,,,,,,,,,,,
1382_test,0.79266,0.80700,0.60620,0.75188,0.78600,0.82800,0.80700,0.82046,0.78600,0.80286,0.80700
1382_train,0.94096,0.95250,0.90308,0.93887,0.93400,0.97100,0.95250,0.96989,0.93400,0.95160,0.95250
,,,,,,,,,,,
92_test,0.79252,0.49200,-0.03652,0.49603,0.93200,0.05200,0.49200,0.49574,0.93200,0.64722,0.49200
92_train,0.81409,0.51400,0.00837,0.50710,0.95900,0.06900,0.51400,0.50741,0.95900,0.66367,0.51400
,,,,,,,,,,,
428_test,0.79251,0.81300,0.61845,0.76072,0.78300,0.84300,0.81300,0.83298,0.78300,0.80722,0.81300
428_train,0.95219,0.95900,0.91634,0.94492,0.94800,0.97000,0.95900,0.96933,0.94800,0.95854,0.95900
,,,,,,,,,,,
820_test,0.79241,0.81700,0.62661,0.76679,0.78100,0.85300,0.81700,0.84159,0.78100,0.81017,0.81700
820_train,0.94994,0.95800,0.91430,0.94436,0.94500,0.97100,0.95800,0.97023,0.94500,0.95745,0.95800
,,,,,,,,,,,
558_test,0.79203,0.81150,0.61538,0.75865,0.78300,0.84000,0.81150,0.83033,0.78300,0.80597,0.81150
558_train,0.96557,0.97600,0.95103,0.97255,0.95900,0.99300,0.97600,0.99275,0.95900,0.97558,0.97600
,,,,,,,,,,,
1248_test,0.79190,0.79600,0.58376,0.73668,0.79000,0.80200,0.79600,0.79960,0.79000,0.79477,0.79600
1248_train,0.98527,0.97800,0.95511,0.96213,0.99000,0.96600,0.97800,0.96680,0.99000,0.97826,0.97800
,,,,,,,,,,,
552_test,0.79185,0.79800,0.58784,0.73943,0.78900,0.80700,0.79800,0.80346,0.78900,0.79617,0.79800
552_train,0.98059,0.98150,0.96225,0.97329,0.98000,0.98300,0.98150,0.98295,0.98000,0.98147,0.98150
,,,,,,,,,,,
432_test,0.79148,0.79900,0.58988,0.74091,0.78800,0.81000,0.79900,0.80573,0.78800,0.79676,0.79900
432_train,0.97739,0.97800,0.95511,0.96794,0.97700,0.97900,0.97800,0.97896,0.97700,0.97798,0.97800
,,,,,,,,,,,
338_test,0.79090,0.80150,0.59498,0.74456,0.78600,0.81700,0.80150,0.81115,0.78600,0.79837,0.80150
338_train,0.96871,0.97300,0.94491,0.96341,0.96600,0.98000,0.97300,0.97972,0.96600,0.97281,0.97300
,,,,,,,,,,,
976_test,0.79050,0.83050,0.65415,0.78895,0.77200,0.88900,0.83050,0.87429,0.77200,0.81997,0.83050
976_train,0.93363,0.95650,0.91124,0.95305,0.92000,0.99300,0.95650,0.99245,0.92000,0.95485,0.95650
,,,,,,,,,,,
1448_test,0.79049,0.81100,0.61436,0.75839,0.78100,0.84100,0.81100,0.83085,0.78100,0.80515,0.81100
1448_train,0.94366,0.95300,0.90410,0.93806,0.93800,0.96800,0.95300,0.96701,0.93800,0.95228,0.95300
,,,,,,,,,,,
312_test,0.79006,0.80100,0.59396,0.74410,0.78500,0.81700,0.80100,0.81095,0.78500,0.79776,0.80100
312_train,0.97900,0.97900,0.95715,0.96894,0.97900,0.97900,0.97900,0.97900,0.97900,0.97900,0.97900
,,,,,,,,,,,
1450_test,0.78969,0.80850,0.60926,0.75496,0.78100,0.83600,0.80850,0.82646,0.78100,0.80308,0.80850
1450_train,0.94855,0.95600,0.91022,0.94105,0.94400,0.96800,0.95600,0.96721,0.94400,0.95547,0.95600
,,,,,,,,,,,
374_test,0.78905,0.79350,0.57866,0.73403,0.78700,0.80000,0.79350,0.79737,0.78700,0.79215,0.79350
374_train,0.94534,0.96400,0.92655,0.96104,0.93400,0.99400,0.96400,0.99362,0.93400,0.96289,0.96400
,,,,,,,,,,,
1272_test,0.78820,0.80600,0.60416,0.75177,0.78000,0.83200,0.80600,0.82278,0.78000,0.80082,0.80600
1272_train,0.97314,0.97650,0.95205,0.96783,0.97100,0.98200,0.97650,0.98180,0.97100,0.97637,0.97650
,,,,,,,,,,,
1286_test,0.78774,0.73500,0.45929,0.66536,0.81200,0.65800,0.73500,0.70364,0.81200,0.75395,0.73500
1286_train,0.89671,0.86400,0.72251,0.80223,0.91500,0.81300,0.86400,0.83031,0.91500,0.87060,0.86400
,,,,,,,,,,,
1396_test,0.78735,0.80550,0.60314,0.75130,0.77900,0.83200,0.80550,0.82260,0.77900,0.80021,0.80550
1396_train,0.95440,0.96800,0.93471,0.96310,0.94600,0.99000,0.96800,0.98954,0.94600,0.96728,0.96800
,,,,,,,,,,,
146_test,0.78731,0.75100,0.49194,0.68246,0.80400,0.69800,0.75100,0.72694,0.80400,0.76353,0.75100
146_train,0.74132,0.69700,0.38176,0.63297,0.76000,0.63400,0.69700,0.67496,0.76000,0.71496,0.69700
,,,,,,,,,,,
1060_test,0.78724,0.76600,0.52255,0.69963,0.79700,0.73500,0.76600,0.75047,0.79700,0.77304,0.76600
1060_train,0.81534,0.79950,0.59090,0.73542,0.82300,0.77600,0.79950,0.78606,0.82300,0.80410,0.79950
,,,,,,,,,,,
596_test,0.78714,0.83750,0.66844,0.80229,0.76400,0.91100,0.83750,0.89566,0.76400,0.82461,0.83750
596_train,0.80413,0.87400,0.74291,0.86317,0.77100,0.97700,0.87400,0.97103,0.77100,0.85953,0.87400
,,,,,,,,,,,
1458_test,0.78702,0.77400,0.53887,0.70933,0.79300,0.75500,0.77400,0.76397,0.79300,0.77821,0.77400
1458_train,0.98348,0.97650,0.95205,0.96020,0.98800,0.96500,0.97650,0.96579,0.98800,0.97677,0.97650
,,,,,,,,,,,
988_test,0.78674,0.49000,-0.04060,0.49505,0.92300,0.05700,0.49000,0.49464,0.92300,0.64410,0.49000
988_train,0.80719,0.51400,0.00837,0.50711,0.94700,0.08100,0.51400,0.50750,0.94700,0.66085,0.51400
,,,,,,,,,,,
502_test,0.78664,0.78150,0.55417,0.71882,0.78900,0.77400,0.78150,0.77734,0.78900,0.78313,0.78150
502_train,0.96736,0.96000,0.91838,0.93664,0.97200,0.94800,0.96000,0.94922,0.97200,0.96047,0.96000
,,,,,,,,,,,
1234_test,0.78657,0.75950,0.50928,0.69216,0.79900,0.72000,0.75950,0.74050,0.79900,0.76864,0.75950
1234_train,0.85801,0.81400,0.62049,0.74395,0.88100,0.74700,0.81400,0.77690,0.88100,0.82568,0.81400
,,,,,,,,,,,
1220_test,0.78597,0.79900,0.58988,0.74243,0.78000,0.81800,0.79900,0.81081,0.78000,0.79511,0.79900
1220_train,0.96839,0.96900,0.93675,0.95490,0.96800,0.97000,0.96900,0.96994,0.96800,0.96897,0.96900
,,,,,,,,,,,
316_test,0.78594,0.78800,0.56744,0.72744,0.78500,0.79100,0.78800,0.78974,0.78500,0.78736,0.78800
316_train,0.97450,0.95650,0.91124,0.92503,0.98600,0.92700,0.95650,0.93107,0.98600,0.95775,0.95650
,,,,,,,,,,,
1388_test,0.78580,0.80500,0.60212,0.75104,0.77700,0.83300,0.80500,0.82309,0.77700,0.79938,0.80500
1388_train,0.94190,0.95000,0.89798,0.93291,0.93700,0.96300,0.95000,0.96201,0.93700,0.94934,0.95000
,,,,,,,,,,,
1386_test,0.78558,0.80650,0.60518,0.75329,0.77600,0.83700,0.80650,0.82641,0.77600,0.80041,0.80650
1386_train,0.94736,0.95450,0.90716,0.93868,0.94300,0.96600,0.95450,0.96520,0.94300,0.95397,0.95450
,,,,,,,,,,,
478_test,0.78516,0.78550,0.56233,0.72434,0.78500,0.78600,0.78550,0.78579,0.78500,0.78539,0.78550
478_train,0.87005,0.88700,0.76943,0.85148,0.86100,0.91300,0.88700,0.90823,0.86100,0.88398,0.88700
,,,,,,,,,,,
168_test,0.78509,0.77000,0.53071,0.70483,0.79200,0.74800,0.77000,0.75862,0.79200,0.77495,0.77000
168_train,0.82555,0.81450,0.62151,0.75300,0.83100,0.79800,0.81450,0.80445,0.83100,0.81751,0.81450
,,,,,,,,,,,
1326_test,0.78489,0.80650,0.60518,0.75351,0.77500,0.83800,0.80650,0.82711,0.77500,0.80021,0.80650
1326_train,0.94347,0.95250,0.90308,0.93712,0.93800,0.96700,0.95250,0.96601,0.93800,0.95180,0.95250
,,,,,,,,,,,
1480_test,0.78461,0.81000,0.61232,0.75878,0.77300,0.84700,0.81000,0.83477,0.77300,0.80270,0.81000
1480_train,0.96755,0.97000,0.93879,0.95768,0.96600,0.97400,0.97000,0.97379,0.96600,0.96988,0.97000
,,,,,,,,,,,
560_test,0.78441,0.82250,0.63783,0.77824,0.76700,0.87800,0.82250,0.86277,0.76700,0.81207,0.82250
560_train,0.93236,0.95650,0.91124,0.95403,0.91800,0.99500,0.95650,0.99458,0.91800,0.95476,0.95650
,,,,,,,,,,,
1334_test,0.78429,0.79150,0.57458,0.73254,0.78100,0.80200,0.79150,0.79775,0.78100,0.78929,0.79150
1334_train,0.97292,0.97750,0.95409,0.97023,0.97000,0.98500,0.97750,0.98477,0.97000,0.97733,0.97750
,,,,,,,,,,,
1394_test,0.78402,0.77750,0.54601,0.71432,0.78700,0.76800,0.77750,0.77233,0.78700,0.77959,0.77750
1394_train,0.97439,0.97500,0.94899,0.96358,0.97400,0.97600,0.97500,0.97595,0.97400,0.97497,0.97500
,,,,,,,,,,,
398_test,0.78401,0.74900,0.48786,0.68076,0.80000,0.69800,0.74900,0.72595,0.80000,0.76118,0.74900
398_train,0.97811,0.95650,0.91124,0.92283,0.99200,0.92100,0.95650,0.92624,0.99200,0.95799,0.95650
,,,,,,,,,,,
580_test,0.78372,0.78750,0.56642,0.72733,0.78200,0.79300,0.78750,0.79070,0.78200,0.78632,0.78750
580_train,0.98076,0.96800,0.93471,0.94420,0.98900,0.94700,0.96800,0.94914,0.98900,0.96866,0.96800
,,,,,,,,,,,
238_test,0.78350,0.71450,0.41747,0.64556,0.81500,0.61400,0.71450,0.67860,0.81500,0.74057,0.71450
238_train,0.96573,0.95100,0.90002,0.91958,0.97500,0.92700,0.95100,0.93034,0.97500,0.95215,0.95100
,,,,,,,,,,,
1754_test,0.78344,0.83700,0.66741,0.80306,0.75900,0.91500,0.83700,0.89929,0.75900,0.82321,0.83700
1754_train,0.90761,0.93500,0.86737,0.92453,0.89200,0.97800,0.93500,0.97593,0.89200,0.93208,0.93500
,,,,,,,,,,,
346_test,0.78328,0.80800,0.60824,0.75622,0.77200,0.84400,0.80800,0.83190,0.77200,0.80083,0.80800
346_train,0.90249,0.93700,0.87145,0.93259,0.88300,0.99100,0.93700,0.98991,0.88300,0.93340,0.93700
,,,,,,,,,,,
1202_test,0.78327,0.79700,0.58580,0.74038,0.77700,0.81700,0.79700,0.80937,0.77700,0.79286,0.79700
1202_train,0.94241,0.95300,0.90410,0.93893,0.93600,0.97000,0.95300,0.96894,0.93600,0.95219,0.95300
,,,,,,,,,,,
1442_test,0.78299,0.80050,0.59294,0.74540,0.77500,0.82600,0.80050,0.81665,0.77500,0.79528,0.80050
1442_train,0.94429,0.95300,0.90410,0.93762,0.93900,0.96700,0.95300,0.96605,0.93900,0.95233,0.95300
,,,,,,,,,,,
526_test,0.78283,0.80000,0.59192,0.74474,0.77500,0.82500,0.80000,0.81579,0.77500,0.79487,0.80000
526_train,0.95310,0.96950,0.93777,0.96752,0.94300,0.99600,0.96950,0.99578,0.94300,0.96867,0.96950
,,,,,,,,,,,
1392_test,0.78280,0.80650,0.60518,0.75415,0.77200,0.84100,0.80650,0.82922,0.77200,0.79959,0.80650
1392_train,0.96972,0.97400,0.94695,0.96487,0.96700,0.98100,0.97400,0.98073,0.96700,0.97382,0.97400
,,,,,,,,,,,
1336_test,0.78267,0.79950,0.59090,0.74407,0.77500,0.82400,0.79950,0.81493,0.77500,0.79446,0.79950
1336_train,0.96458,0.96550,0.92961,0.95009,0.96400,0.96700,0.96550,0.96690,0.96400,0.96545,0.96550
,,,,,,,,,,,
1486_test,0.78259,0.77950,0.55009,0.71717,0.78400,0.77500,0.77950,0.77701,0.78400,0.78049,0.77950
1486_train,0.97049,0.97600,0.95103,0.96873,0.96700,0.98500,0.97600,0.98473,0.96700,0.97578,0.97600
,,,,,,,,,,,
1118_test,0.78257,0.79700,0.58580,0.74058,0.77600,0.81800,0.79700,0.81002,0.77600,0.79265,0.79700
1118_train,0.98357,0.98600,0.97143,0.98110,0.98200,0.99000,0.98600,0.98992,0.98200,0.98594,0.98600
,,,,,,,,,,,
1598_test,0.78180,0.82750,0.64803,0.78746,0.76100,0.89400,0.82750,0.87774,0.76100,0.81521,0.82750
1598_train,0.94559,0.96300,0.92451,0.95859,0.93500,0.99100,0.96300,0.99047,0.93500,0.96193,0.96300
,,,,,,,,,,,
1238_test,0.78178,0.78350,0.55825,0.72253,0.78100,0.78600,0.78350,0.78492,0.78100,0.78296,0.78350
1238_train,0.95751,0.96800,0.93471,0.96073,0.95100,0.98500,0.96800,0.98447,0.95100,0.96745,0.96800
,,,,,,,,,,,
882_test,0.78122,0.74650,0.48276,0.67844,0.79700,0.69600,0.74650,0.72389,0.79700,0.75869,0.74650
882_train,0.87557,0.86550,0.72557,0.81232,0.88100,0.85000,0.86550,0.85451,0.88100,0.86755,0.86550
,,,,,,,,,,,
1212_test,0.78084,0.80250,0.59702,0.74891,0.77100,0.83400,0.80250,0.82284,0.77100,0.79608,0.80250
1212_train,0.97414,0.97750,0.95409,0.96929,0.97200,0.98300,0.97750,0.98281,0.97200,0.97738,0.97750
,,,,,,,,,,,
20_test,0.78084,0.67700,0.34095,0.61256,0.82800,0.52600,0.67700,0.63594,0.82800,0.71937,0.67700
20_train,0.91570,0.86500,0.72455,0.79735,0.94500,0.78500,0.86500,0.81466,0.94500,0.87500,0.86500
,,,,,,,,,,,
230_test,0.78013,0.67900,0.34503,0.61426,0.82600,0.53200,0.67900,0.63833,0.82600,0.72014,0.67900
230_train,0.95514,0.92950,0.85615,0.88508,0.97100,0.88800,0.92950,0.89658,0.97100,0.93231,0.92950
,,,,,,,,,,,
1452_test,0.78011,0.79800,0.58784,0.74268,0.77200,0.82400,0.79800,0.81435,0.77200,0.79261,0.79800
1452_train,0.97314,0.97650,0.95205,0.96783,0.97100,0.98200,0.97650,0.98180,0.97100,0.97637,0.97650
,,,,,,,,,,,
522_test,0.78006,0.77800,0.54703,0.71582,0.78100,0.77500,0.77800,0.77634,0.78100,0.77866,0.77800
522_train,0.97973,0.97000,0.93879,0.94905,0.98600,0.95400,0.97000,0.95543,0.98600,0.97047,0.97000
,,,,,,,,,,,
1240_test,0.77990,0.78850,0.56846,0.72962,0.77600,0.80100,0.78850,0.79590,0.77600,0.78582,0.78850
1240_train,0.96069,0.95700,0.91226,0.93487,0.96300,0.95100,0.95700,0.95158,0.96300,0.95726,0.95700
,,,,,,,,,,,
1210_test,0.77973,0.79900,0.58988,0.74420,0.77100,0.82700,0.79900,0.81674,0.77100,0.79321,0.79900
1210_train,0.94410,0.95250,0.90308,0.93669,0.93900,0.96600,0.95250,0.96506,0.93900,0.95185,0.95250
,,,,,,,,,,,
498_test,0.77962,0.78100,0.55315,0.71978,0.77900,0.78300,0.78100,0.78213,0.77900,0.78056,0.78100
498_train,0.99083,0.98600,0.97143,0.97548,0.99400,0.97800,0.98600,0.97835,0.99400,0.98611,0.98600
,,,,,,,,,,,
404_test,0.77946,0.79150,0.57458,0.73380,0.77400,0.80900,0.79150,0.80207,0.77400,0.78779,0.79150
404_train,0.92258,0.94750,0.89288,0.94118,0.90800,0.98700,0.94750,0.98588,0.90800,0.94534,0.94750
,,,,,,,,,,,
1484_test,0.77914,0.79050,0.57254,0.73252,0.77400,0.80700,0.79050,0.80041,0.77400,0.78699,0.79050
1484_train,0.94761,0.96500,0.92859,0.96155,0.93700,0.99300,0.96500,0.99258,0.93700,0.96399,0.96500
,,,,,,,,,,,
254_test,0.77875,0.76050,0.51132,0.69469,0.78700,0.73400,0.76050,0.74739,0.78700,0.76668,0.76050
254_train,0.93242,0.91800,0.83269,0.87604,0.94100,0.89500,0.91800,0.89962,0.94100,0.91984,0.91800
,,,,,,,,,,,
524_test,0.77872,0.79800,0.58784,0.74307,0.77000,0.82600,0.79800,0.81568,0.77000,0.79218,0.79800
524_train,0.98318,0.98500,0.96939,0.97914,0.98200,0.98800,0.98500,0.98793,0.98200,0.98495,0.98500
,,,,,,,,,,,
1344_test,0.77809,0.79600,0.58376,0.74042,0.77000,0.82200,0.79600,0.81224,0.77000,0.79055,0.79600
1344_train,0.94406,0.95900,0.91634,0.95080,0.93500,0.98300,0.95900,0.98214,0.93500,0.95799,0.95900
,,,,,,,,,,,
996_test,0.77717,0.48050,-0.05999,0.49045,0.91100,0.05000,0.48050,0.48952,0.91100,0.63684,0.48050
996_train,0.81005,0.51600,0.01245,0.50814,0.95100,0.08100,0.51600,0.50856,0.95100,0.66272,0.51600
,,,,,,,,,,,
554_test,0.77618,0.80100,0.59396,0.74813,0.76500,0.83700,0.80100,0.82435,0.76500,0.79357,0.80100
554_train,0.92036,0.94500,0.88778,0.93728,0.90600,0.98400,0.94500,0.98265,0.90600,0.94277,0.94500
,,,,,,,,,,,
342_test,0.77574,0.78850,0.56846,0.73068,0.77000,0.80700,0.78850,0.79958,0.77000,0.78451,0.78850
342_train,0.97798,0.97950,0.95817,0.97083,0.97700,0.98200,0.97950,0.98191,0.97700,0.97945,0.97950
,,,,,,,,,,,
1016_test,0.77525,0.84700,0.68782,0.82553,0.74300,0.95100,0.84700,0.93813,0.74300,0.82924,0.84700
1016_train,0.77166,0.85600,0.70618,0.84564,0.73400,0.97800,0.85600,0.97090,0.73400,0.83599,0.85600
,,,,,,,,,,,
1470_test,0.77525,0.73800,0.46542,0.67012,0.79200,0.68400,0.73800,0.71480,0.79200,0.75142,0.73800
1470_train,0.85967,0.82850,0.65007,0.76280,0.87600,0.78100,0.82850,0.80000,0.87600,0.83628,0.82850
,,,,,,,,,,,
1340_test,0.77470,0.77850,0.54805,0.71767,0.77300,0.78400,0.77850,0.78160,0.77300,0.77728,0.77850
1340_train,0.97456,0.97700,0.95307,0.96786,0.97300,0.98100,0.97700,0.98085,0.97300,0.97691,0.97700
,,,,,,,,,,,
418_test,0.77419,0.65200,0.28994,0.59306,0.82900,0.47500,0.65200,0.61226,0.82900,0.70433,0.65200
418_train,0.83379,0.68950,0.36646,0.61981,0.90600,0.47300,0.68950,0.63224,0.90600,0.74476,0.68950
,,,,,,,,,,,
322_test,0.77391,0.79600,0.58376,0.74161,0.76400,0.82800,0.79600,0.81624,0.76400,0.78926,0.79600
322_train,0.95579,0.97000,0.93879,0.96655,0.94700,0.99300,0.97000,0.99266,0.94700,0.96929,0.97000
,,,,,,,,,,,
1246_test,0.77355,0.81050,0.61334,0.76321,0.75700,0.86400,0.81050,0.84770,0.75700,0.79979,0.81050
1246_train,0.92095,0.95000,0.89798,0.94802,0.90400,0.99600,0.95000,0.99559,0.90400,0.94759,0.95000
,,,,,,,,,,,
34_test,0.77343,0.82350,0.63987,0.78415,0.75100,0.89600,0.82350,0.87836,0.75100,0.80970,0.82350
34_train,0.71234,0.79100,0.57356,0.75407,0.68100,0.90100,0.79100,0.87308,0.68100,0.76517,0.79100
,,,,,,,,,,,
584_test,0.77305,0.79550,0.58274,0.74114,0.76300,0.82800,0.79550,0.81604,0.76300,0.78863,0.79550
584_train,0.94060,0.96150,0.92144,0.95903,0.92800,0.99500,0.96150,0.99464,0.92800,0.96017,0.96150
,,,,,,,,,,,
1462_test,0.77247,0.81600,0.62457,0.77225,0.75300,0.87900,0.81600,0.86156,0.75300,0.80363,0.81600
1462_train,0.89322,0.93500,0.86737,0.93500,0.87000,1.00000,0.93500,1.00000,0.87000,0.93048,0.93500
,,,,,,,,,,,
324_test,0.77136,0.81700,0.62661,0.77427,0.75100,0.88300,0.81700,0.86521,0.75100,0.80407,0.81700
324_train,0.94206,0.96200,0.92246,0.95904,0.93000,0.99400,0.96200,0.99359,0.93000,0.96074,0.96200
,,,,,,,,,,,
1460_test,0.77054,0.77400,0.53887,0.71283,0.76900,0.77900,0.77400,0.77677,0.76900,0.77286,0.77400
1460_train,0.96535,0.96750,0.93369,0.95385,0.96400,0.97100,0.96750,0.97080,0.96400,0.96739,0.96750
,,,,,,,,,,,
1304_test,0.77001,0.78350,0.55825,0.72538,0.76400,0.80300,0.78350,0.79501,0.76400,0.77919,0.78350
1304_train,0.97395,0.97700,0.95307,0.96833,0.97200,0.98200,0.97700,0.98182,0.97200,0.97688,0.97700
,,,,,,,,,,,
382_test,0.76970,0.78250,0.55621,0.72412,0.76400,0.80100,0.78250,0.79335,0.76400,0.77840,0.78250
382_train,0.94780,0.96550,0.92961,0.96254,0.93700,0.99400,0.96550,0.99364,0.93700,0.96449,0.96550
,,,,,,,,,,,
556_test,0.76915,0.81000,0.61232,0.76396,0.75100,0.86900,0.81000,0.85147,0.75100,0.79809,0.81000
556_train,0.93965,0.95900,0.91634,0.95411,0.92800,0.99000,0.95900,0.98934,0.92800,0.95769,0.95900
,,,,,,,,,,,
442_test,0.76877,0.76600,0.52255,0.70319,0.77000,0.76200,0.76600,0.76389,0.77000,0.76693,0.76600
442_train,0.95949,0.96350,0.92553,0.94941,0.95700,0.97000,0.96350,0.96960,0.95700,0.96326,0.96350
,,,,,,,,,,,
360_test,0.76860,0.80600,0.60416,0.75797,0.75200,0.86000,0.80600,0.84305,0.75200,0.79493,0.80600
360_train,0.77736,0.83800,0.66946,0.80765,0.75000,0.92600,0.83800,0.91019,0.75000,0.82237,0.83800
,,,,,,,,,,,
1662_test,0.76840,0.74450,0.47868,0.67817,0.77900,0.71000,0.74450,0.72872,0.77900,0.75302,0.74450
1662_train,0.81214,0.78750,0.56642,0.72078,0.82400,0.75100,0.78750,0.76794,0.82400,0.79498,0.78750
,,,,,,,,,,,
1244_test,0.76737,0.77950,0.55009,0.72070,0.76200,0.79700,0.77950,0.78964,0.76200,0.77557,0.77950
1244_train,0.95157,0.95900,0.91634,0.94536,0.94700,0.97100,0.95900,0.97029,0.94700,0.95850,0.95900
,,,,,,,,,,,
354_test,0.76675,0.77750,0.54601,0.71822,0.76200,0.79300,0.77750,0.78638,0.76200,0.77400,0.77750
354_train,0.84936,0.86950,0.73373,0.83015,0.83900,0.90000,0.86950,0.89350,0.83900,0.86539,0.86950
,,,,,,,,,,,
1216_test,0.76659,0.78150,0.55417,0.72355,0.76000,0.80300,0.78150,0.79415,0.76000,0.77670,0.78150
1216_train,0.96813,0.97150,0.94185,0.96053,0.96600,0.97700,0.97150,0.97674,0.96600,0.97134,0.97150
,,,,,,,,,,,
1712_test,0.76630,0.81900,0.63069,0.77950,0.74300,0.89500,0.81900,0.87618,0.74300,0.80411,0.81900
1712_train,0.89212,0.93200,0.86125,0.92904,0.87000,0.99400,0.93200,0.99315,0.87000,0.92751,0.93200
,,,,,,,,,,,
1456_test,0.76610,0.79350,0.57866,0.74028,0.75400,0.83300,0.79350,0.81868,0.75400,0.78501,0.79350
1456_train,0.96988,0.97600,0.95103,0.96920,0.96600,0.98600,0.97600,0.98571,0.96600,0.97576,0.97600
,,,,,,,,,,,
914_test,0.76595,0.71150,0.41134,0.64441,0.79000,0.63300,0.71150,0.68280,0.79000,0.73250,0.71150
914_train,0.81054,0.79500,0.58172,0.73070,0.81800,0.77200,0.79500,0.78203,0.81800,0.79961,0.79500
,,,,,,,,,,,
384_test,0.76571,0.79450,0.58070,0.74183,0.75300,0.83600,0.79450,0.82116,0.75300,0.78560,0.79450
384_train,0.97316,0.96400,0.92655,0.94103,0.97900,0.94900,0.96400,0.95049,0.97900,0.96453,0.96400
,,,,,,,,,,,
466_test,0.76549,0.78700,0.56539,0.73131,0.75600,0.81800,0.78700,0.80597,0.75600,0.78019,0.78700
466_train,0.95219,0.96550,0.92961,0.95918,0.94400,0.98700,0.96550,0.98642,0.94400,0.96474,0.96550
,,,,,,,,,,,
