model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_1780,0.88127,0.83400,0.66129,0.76434,0.90700,0.76100,0.8152570670301263,0.83400,0.79145,0.90700,0.84529,0.83400
model_634,0.88036,0.87550,0.74597,0.82667,0.88300,0.86800,0.8029496669769287,0.87550,0.86995,0.88300,0.87643,0.87550
model_74,0.88026,0.86050,0.71536,0.80274,0.89100,0.83000,0.8415928177230864,0.86050,0.83977,0.89100,0.86463,0.86050
model_858,0.88023,0.88250,0.76025,0.83859,0.87900,0.88600,0.8341496175057009,0.88250,0.88520,0.87900,0.88209,0.88250
model_1574,0.88022,0.66900,0.32463,0.60179,0.99500,0.34300,0.8869293235754651,0.66900,0.60230,0.99500,0.75038,0.66900
model_1778,0.87927,0.83000,0.65313,0.75953,0.90600,0.75400,0.8216376549431256,0.83000,0.78646,0.90600,0.84201,0.83000
model_860,0.87901,0.87350,0.74189,0.82392,0.88200,0.86500,0.8152941977605224,0.87350,0.86726,0.88200,0.87457,0.87350
model_770,0.87882,0.87850,0.75209,0.83237,0.87900,0.87800,0.8465678516037101,0.87850,0.87812,0.87900,0.87856,0.87850
model_118,0.87773,0.70350,0.39502,0.62869,0.97200,0.43500,0.8168078064918518,0.70350,0.63240,0.97200,0.76626,0.70350
model_602,0.87733,0.88350,0.76229,0.84167,0.87400,0.89300,0.9745204740177,0.88350,0.89093,0.87400,0.88238,0.88350
model_296,0.87623,0.87850,0.75209,0.83352,0.87500,0.88200,nan,0.87850,0.88117,0.87500,0.87807,0.87850
model_776,0.87612,0.87450,0.74393,0.82680,0.87700,0.87200,0.817084289717336,0.87450,0.87264,0.87700,0.87481,0.87450
model_744,0.87602,0.87050,0.73577,0.82023,0.87900,0.86200,0.90786137681483,0.87050,0.86431,0.87900,0.87159,0.87050
model_1076,0.87495,0.87300,0.74087,0.82480,0.87600,0.87000,0.9010397648887594,0.87300,0.87078,0.87600,0.87338,0.87300
model_76,0.87493,0.67050,0.32769,0.60310,0.98500,0.35600,0.8607380147590193,0.67050,0.60467,0.98500,0.74933,0.67050
model_610,0.87480,0.88000,0.75515,0.83675,0.87200,0.88800,0.9757843227246228,0.88000,0.88618,0.87200,0.87903,0.88000
model_232,0.87475,0.87800,0.75107,0.83333,0.87300,0.88300,nan,0.87800,0.88182,0.87300,0.87739,0.87800
model_1670,0.87465,0.87400,0.74291,0.82660,0.87500,0.87300,0.8125794156123016,0.87400,0.87325,0.87500,0.87413,0.87400
model_1772,0.87460,0.87200,0.73883,0.82329,0.87600,0.86800,nan,0.87200,0.86905,0.87600,0.87251,0.87200
model_56,0.87452,0.73050,0.45011,0.65207,0.95200,0.50900,0.8109834619087748,0.73050,0.65974,0.95200,0.77937,0.73050
model_778,0.87400,0.87400,0.74291,0.82688,0.87400,0.87400,0.8373796477978364,0.87400,0.87400,0.87400,0.87400,0.87400
model_1078,0.87348,0.87250,0.73985,0.82459,0.87400,0.87100,0.8470619575182596,0.87250,0.87139,0.87400,0.87269,0.87250
model_174,0.87333,0.84600,0.68578,0.78344,0.88800,0.80400,0.8574513047933578,0.84600,0.81919,0.88800,0.85221,0.84600
model_1046,0.87234,0.86550,0.72557,0.81359,0.87600,0.85500,0.833709196421014,0.86550,0.85798,0.87600,0.86690,0.86550
model_608,0.87221,0.86700,0.72863,0.81607,0.87500,0.85900,0.9786301008562923,0.86700,0.86122,0.87500,0.86806,0.86700
model_1716,0.87220,0.78300,0.55723,0.70436,0.92000,0.64600,nan,0.78300,0.72214,0.92000,0.80915,0.78300
model_1128,0.87219,0.88000,0.75515,0.83795,0.86800,0.89200,nan,0.88000,0.88934,0.86800,0.87854,0.88000
model_1092,0.87188,0.88100,0.75719,0.83984,0.86700,0.89500,0.9659626894763538,0.88100,0.89198,0.86700,0.87931,0.88100
model_1506,0.87171,0.88050,0.75617,0.83905,0.86700,0.89400,0.9792169101106433,0.88050,0.89106,0.86700,0.87886,0.88050
model_1504,0.87148,0.87050,0.73577,0.82211,0.87200,0.86900,0.9746171879877613,0.87050,0.86939,0.87200,0.87069,0.87050
model_228,0.87130,0.87000,0.73475,0.82135,0.87200,0.86800,nan,0.87000,0.86853,0.87200,0.87026,0.87000
model_806,0.87125,0.73900,0.46746,0.66013,0.94200,0.53600,nan,0.73900,0.66999,0.94200,0.78304,0.73900
model_1084,0.87114,0.88450,0.76433,0.84641,0.86400,0.90500,0.9645647151746611,0.88450,0.90094,0.86400,0.88208,0.88450
model_1564,0.87052,0.87150,0.73781,0.82418,0.87000,0.87300,0.9779017824846801,0.87150,0.87262,0.87000,0.87131,0.87150
model_606,0.87039,0.87300,0.74087,0.82675,0.86900,0.87700,0.9746886605472234,0.87300,0.87601,0.86900,0.87249,0.87300
model_1050,0.87034,0.86350,0.72149,0.81116,0.87400,0.85300,0.818725796846243,0.86350,0.85602,0.87400,0.86492,0.86350
model_1748,0.87026,0.87450,0.74393,0.82935,0.86800,0.88100,0.9784871215737143,0.87450,0.87943,0.86800,0.87368,0.87450
model_852,0.87004,0.87200,0.73883,0.82522,0.86900,0.87500,0.9763207221172265,0.87200,0.87425,0.86900,0.87161,0.87200
model_1006,0.86964,0.65150,0.28892,0.58950,0.98600,0.31700,0.8744279324929655,0.65150,0.59077,0.98600,0.73885,0.65150
model_1796,0.86909,0.87300,0.74087,0.82732,0.86700,0.87900,nan,0.87300,0.87753,0.86700,0.87223,0.87300
model_1512,0.86900,0.87650,0.74801,0.83334,0.86500,0.88800,0.9783166623365338,0.87650,0.88536,0.86500,0.87506,0.87650
model_1562,0.86891,0.86500,0.72455,0.81415,0.87100,0.85900,0.9768567518021369,0.86500,0.86067,0.87100,0.86581,0.86500
model_98,0.86861,0.65000,0.28586,0.58847,0.98500,0.31500,0.8611544164541726,0.65000,0.58982,0.98500,0.73783,0.65000
model_1502,0.86813,0.87400,0.74291,0.82944,0.86500,0.88300,0.977595081092579,0.87400,0.88086,0.86500,0.87286,0.87400
model_106,0.86796,0.64600,0.27770,0.58569,0.98600,0.30600,0.879562226999135,0.64600,0.58690,0.98600,0.73582,0.64600
model_1510,0.86791,0.87150,0.73781,0.82530,0.86600,0.87700,0.97765090240751,0.87150,0.87563,0.86600,0.87079,0.87150
model_784,0.86703,0.87650,0.74801,0.83424,0.86200,0.89100,0.9738495052207752,0.87650,0.88774,0.86200,0.87468,0.87650
model_672,0.86700,0.86700,0.72863,0.81819,0.86700,0.86700,0.9770934952854436,0.86700,0.86700,0.86700,0.86700,0.86700
model_1554,0.86700,0.86700,0.72863,0.81819,0.86700,0.86700,nan,0.86700,0.86700,0.86700,0.86700,0.86700
model_1066,0.86688,0.86100,0.71638,0.80852,0.87000,0.85200,0.8976164549301675,0.86100,0.85462,0.87000,0.86224,0.86100
model_210,0.86643,0.73150,0.45215,0.65368,0.93800,0.52500,nan,0.73150,0.66384,0.93800,0.77746,0.73150
model_196,0.86637,0.87650,0.74801,0.83454,0.86100,0.89200,nan,0.87650,0.88854,0.86100,0.87456,0.87650
model_1044,0.86627,0.86300,0.72047,0.81196,0.86800,0.85800,0.8751475943881235,0.86300,0.85941,0.86800,0.86368,0.86300
model_216,0.86598,0.85650,0.70720,0.80176,0.87100,0.84200,nan,0.85650,0.84645,0.87100,0.85855,0.85650
model_1508,0.86594,0.87150,0.73781,0.82615,0.86300,0.88000,0.9760878899445137,0.87150,0.87792,0.86300,0.87040,0.87150
model_1746,0.86569,0.86700,0.72863,0.81873,0.86500,0.86900,0.9765247262194229,0.86700,0.86847,0.86500,0.86673,0.86700
model_1070,0.86563,0.85550,0.70516,0.80033,0.87100,0.84000,0.8526133994261423,0.85550,0.84481,0.87100,0.85771,0.85550
model_848,0.86517,0.86550,0.72557,0.81647,0.86500,0.86600,0.9720167821638732,0.86550,0.86587,0.86500,0.86543,0.86550
model_1680,0.86510,0.82750,0.64803,0.75994,0.88500,0.77000,nan,0.82750,0.79372,0.88500,0.83688,0.82750
model_1034,0.86433,0.85550,0.70516,0.80081,0.86900,0.84200,0.8826602492045399,0.85550,0.84615,0.86900,0.85742,0.85550
model_1762,0.86426,0.87800,0.75107,0.83815,0.85700,0.89900,0.8172349839499502,0.87800,0.89457,0.85700,0.87538,0.87800
model_164,0.86396,0.86200,0.71842,0.81126,0.86500,0.85900,0.891854759764998,0.86200,0.85984,0.86500,0.86241,0.86200
model_1576,0.86308,0.61100,0.20628,0.56246,0.99600,0.22600,0.8370774675471088,0.61100,0.56271,0.99600,0.71913,0.61100
model_682,0.86252,0.60150,0.18690,0.55648,1.00000,0.20300,0.8739507226298386,0.60150,0.55648,1.00000,0.71505,0.60150
model_204,0.86197,0.86950,0.73373,0.82449,0.85800,0.88100,nan,0.86950,0.87820,0.85800,0.86798,0.86950
model_1642,0.86045,0.85750,0.70924,0.80542,0.86200,0.85300,0.8724013037151761,0.85750,0.85431,0.86200,0.85814,0.85750
model_880,0.86042,0.68400,0.35523,0.61401,0.95300,0.41500,0.8255756456627805,0.68400,0.61964,0.95300,0.75099,0.68400
model_734,0.86025,0.82450,0.64191,0.75720,0.87900,0.77000,0.851103747901984,0.82450,0.79261,0.87900,0.83357,0.82450
model_1728,0.86012,0.87750,0.75005,0.83923,0.85100,0.90400,0.8062443347538218,0.87750,0.89863,0.85100,0.87417,0.87750
model_1690,0.86008,0.87550,0.74597,0.83570,0.85200,0.89900,0.9748197309716505,0.87550,0.89402,0.85200,0.87250,0.87550
model_1750,0.85989,0.86350,0.72149,0.81535,0.85800,0.86900,0.9807346865656212,0.86350,0.86754,0.85800,0.86275,0.86350
model_64,0.85945,0.85650,0.70720,0.80421,0.86100,0.85200,0.9785646146679913,0.85650,0.85332,0.86100,0.85714,0.85650
model_1028,0.85872,0.86200,0.71842,0.81337,0.85700,0.86700,0.9817256625118748,0.86200,0.86566,0.85700,0.86131,0.86200
model_1752,0.85855,0.86150,0.71740,0.81262,0.85700,0.86600,0.9766345353851541,0.86150,0.86478,0.85700,0.86087,0.86150
model_604,0.85837,0.86100,0.71638,0.81187,0.85700,0.86500,0.9751726343300924,0.86100,0.86391,0.85700,0.86044,0.86100
model_284,0.85815,0.76850,0.52765,0.69088,0.90500,0.63200,0.8368436481788574,0.76850,0.71092,0.90500,0.79630,0.76850
model_150,0.85794,0.84250,0.67864,0.78329,0.86600,0.81900,0.8356151461601258,0.84250,0.82713,0.86600,0.84612,0.84250
model_220,0.85726,0.86350,0.72149,0.81644,0.85400,0.87300,nan,0.86350,0.87054,0.85400,0.86219,0.86350
model_1522,0.85717,0.78850,0.56846,0.71309,0.89300,0.68400,0.8155037124951681,0.78850,0.73863,0.89300,0.80851,0.78850
model_844,0.85697,0.85500,0.70414,0.80277,0.85800,0.85200,0.9740741957442551,0.85500,0.85288,0.85800,0.85543,0.85500
model_664,0.85680,0.85450,0.70312,0.80205,0.85800,0.85100,0.9758440211574378,0.85450,0.85204,0.85800,0.85501,0.85450
model_1086,0.85665,0.86750,0.72965,0.82342,0.85100,0.88400,0.9572641404489263,0.86750,0.88004,0.85100,0.86528,0.86750
model_1144,0.85645,0.86500,0.72455,0.81928,0.85200,0.87800,0.977999734319074,0.86500,0.87474,0.85200,0.86322,0.86500
model_828,0.85623,0.86050,0.71536,0.81192,0.85400,0.86700,0.8110249300260801,0.86050,0.86525,0.85400,0.85959,0.86050
model_846,0.85620,0.85850,0.71128,0.80868,0.85500,0.86200,0.9726288595816472,0.85850,0.86103,0.85500,0.85800,0.85850
model_1186,0.85554,0.85850,0.71128,0.80894,0.85400,0.86300,0.8267444670200348,0.85850,0.86176,0.85400,0.85786,0.85850
model_144,0.85528,0.83850,0.67048,0.77827,0.86400,0.81300,0.8595656621150481,0.83850,0.82207,0.86400,0.84252,0.83850
model_968,0.85517,0.85550,0.70516,0.80426,0.85500,0.85600,0.977270457050228,0.85550,0.85586,0.85500,0.85543,0.85550
model_1572,0.85509,0.84950,0.69292,0.79486,0.85800,0.84100,0.9797184108571091,0.84950,0.84366,0.85800,0.85077,0.84950
model_832,0.85508,0.77250,0.53581,0.69561,0.89800,0.64700,nan,0.77250,0.71783,0.89800,0.79787,0.77250
model_82,0.85448,0.78800,0.56744,0.71300,0.88900,0.68700,0.8430123969773266,0.78800,0.73960,0.88900,0.80745,0.78800
model_102,0.85431,0.83950,0.67252,0.78005,0.86200,0.81700,0.8388938472626057,0.83950,0.82488,0.86200,0.84303,0.83950
model_680,0.85406,0.58050,0.14405,0.54379,0.99600,0.16500,0.885919366218746,0.58050,0.54397,0.99600,0.70364,0.58050
model_1088,0.85356,0.85850,0.71128,0.80973,0.85100,0.86600,0.9565375690646742,0.85850,0.86396,0.85100,0.85743,0.85850
model_1760,0.85354,0.87000,0.73475,0.82911,0.84500,0.89500,0.8155856760403583,0.87000,0.88947,0.84500,0.86667,0.87000
model_834,0.85332,0.74200,0.47358,0.66477,0.91100,0.57300,nan,0.74200,0.68087,0.91100,0.77930,0.74200
model_966,0.85300,0.85300,0.70006,0.80111,0.85300,0.85300,0.9771295247561296,0.85300,0.85300,0.85300,0.85300,0.85300
model_742,0.85290,0.81600,0.62457,0.74780,0.87200,0.76000,0.8474364703867858,0.81600,0.78417,0.87200,0.82576,0.81600
model_948,0.85282,0.62650,0.23791,0.57274,0.97000,0.28300,0.8498711674743229,0.62650,0.57499,0.97000,0.72199,0.62650
model_1744,0.85253,0.85550,0.70516,0.80528,0.85100,0.86000,0.9764025587895337,0.85550,0.85873,0.85100,0.85485,0.85550
model_1136,0.85245,0.67550,0.33789,0.60779,0.94400,0.40700,nan,0.67550,0.61418,0.94400,0.74419,0.67550
model_1722,0.85231,0.86450,0.72353,0.82021,0.84600,0.88300,0.8025594234466553,0.86450,0.87850,0.84600,0.86195,0.86450
model_1782,0.85221,0.84100,0.67558,0.78296,0.85800,0.82400,0.8398230671882629,0.84100,0.82979,0.85800,0.84366,0.84100
model_66,0.85219,0.85450,0.70312,0.80381,0.85100,0.85800,0.9778229997297653,0.85450,0.85700,0.85100,0.85399,0.85450
model_264,0.85204,0.84050,0.67456,0.78227,0.85800,0.82300,0.8349909978871904,0.84050,0.82899,0.85800,0.84324,0.84050
model_912,0.85200,0.85200,0.69802,0.79990,0.85200,0.85200,0.975350406250195,0.85200,0.85200,0.85200,0.85200,0.85200
model_352,0.85151,0.61050,0.20526,0.56230,0.97600,0.24500,0.9145839906903342,0.61050,0.56384,0.97600,0.71476,0.61050
model_1546,0.85128,0.72400,0.43685,0.64820,0.91700,0.53100,0.8242143795296952,0.72400,0.66162,0.91700,0.76865,0.72400
model_72,0.85083,0.85050,0.69496,0.79798,0.85100,0.85000,0.9762645563823265,0.85050,0.85015,0.85100,0.85057,0.85050
model_1110,0.85019,0.73800,0.46542,0.66127,0.90800,0.56800,nan,0.73800,0.67761,0.90800,0.77607,0.73800
model_80,0.84960,0.84300,0.67966,0.78684,0.85300,0.83300,0.8430691080044974,0.84300,0.83627,0.85300,0.84455,0.84300
model_1740,0.84908,0.82200,0.63681,0.75683,0.86300,0.78100,nan,0.82200,0.79760,0.86300,0.82901,0.82200
model_944,0.84902,0.65850,0.30320,0.59518,0.94700,0.37000,0.8355775772400622,0.65850,0.60051,0.94700,0.73496,0.65850
model_208,0.84889,0.85450,0.70312,0.80509,0.84600,0.86300,nan,0.85450,0.86063,0.84600,0.85325,0.85450
model_1032,0.84872,0.85400,0.70210,0.80435,0.84600,0.86200,0.9800955340845907,0.85400,0.85976,0.84600,0.85282,0.85400
model_1132,0.84867,0.86750,0.72965,0.82697,0.83900,0.89600,nan,0.86750,0.88971,0.83900,0.86361,0.86750
model_1732,0.84809,0.82100,0.63477,0.75573,0.86200,0.78000,nan,0.82100,0.79667,0.86200,0.82805,0.82100
model_572,0.84783,0.67600,0.33891,0.60838,0.93600,0.41600,0.8318086021985763,0.67600,0.61579,0.93600,0.74286,0.67600
model_1706,0.84781,0.73050,0.45011,0.65446,0.90800,0.55300,nan,0.73050,0.67011,0.90800,0.77113,0.73050
model_904,0.84776,0.85900,0.71230,0.81292,0.84200,0.87600,0.9733297589393157,0.85900,0.87164,0.84200,0.85656,0.85900
model_1742,0.84754,0.85250,0.69904,0.80240,0.84500,0.86000,0.9765374485184165,0.85250,0.85787,0.84500,0.85139,0.85250
model_1036,0.84727,0.84000,0.67354,0.78311,0.85100,0.82900,0.8851117929594416,0.84000,0.83268,0.85100,0.84174,0.84000
model_62,0.84702,0.84900,0.69190,0.79704,0.84600,0.85200,0.9755991910041784,0.84900,0.85111,0.84600,0.84855,0.84900
model_1602,0.84697,0.78250,0.55621,0.70803,0.88000,0.68500,0.8251066084565788,0.78250,0.73640,0.88000,0.80182,0.78250
model_236,0.84693,0.63600,0.25729,0.57929,0.95500,0.31700,nan,0.63600,0.58303,0.95500,0.72403,0.63600
model_1082,0.84690,0.85450,0.70312,0.80588,0.84300,0.86600,0.9608355804380164,0.85450,0.86285,0.84300,0.85281,0.85450
model_1120,0.84656,0.85350,0.70108,0.80439,0.84300,0.86400,nan,0.85350,0.86108,0.84300,0.85195,0.85350
model_842,0.84651,0.84750,0.68884,0.79487,0.84600,0.84900,0.9751368051055961,0.84750,0.84855,0.84600,0.84727,0.84750
model_1320,0.84645,0.67150,0.32973,0.60499,0.93600,0.40700,0.8970005287292817,0.67150,0.61216,0.93600,0.74021,0.67150
model_540,0.84644,0.69100,0.36952,0.62032,0.92600,0.45600,0.917552501527649,0.69100,0.62993,0.92600,0.74980,0.69100
model_186,0.84637,0.85100,0.69598,0.80045,0.84400,0.85800,0.9551325392038486,0.85100,0.85598,0.84400,0.84995,0.85100
model_1152,0.84622,0.85250,0.69904,0.80291,0.84300,0.86200,0.9767869137262515,0.85250,0.85933,0.84300,0.85109,0.85250
model_1126,0.84568,0.84700,0.68782,0.79439,0.84500,0.84900,nan,0.84700,0.84839,0.84500,0.84669,0.84700
model_182,0.84530,0.84000,0.67354,0.78378,0.84800,0.83200,0.9540744217402203,0.84000,0.83465,0.84800,0.84127,0.84000
model_244,0.84472,0.85200,0.69802,0.80269,0.84100,0.86300,0.9747108692100263,0.85200,0.85992,0.84100,0.85035,0.85200
model_126,0.84453,0.84950,0.69292,0.79876,0.84200,0.85700,0.9772864537482912,0.84950,0.85482,0.84200,0.84836,0.84950
model_862,0.84436,0.84900,0.69190,0.79803,0.84200,0.85600,0.8112915396690369,0.84900,0.85396,0.84200,0.84794,0.84900
model_850,0.84435,0.84700,0.68782,0.79488,0.84300,0.85100,0.9741578489784303,0.84700,0.84980,0.84300,0.84639,0.84700
model_278,0.84427,0.73300,0.45521,0.65714,0.90100,0.56500,0.834897467140424,0.73300,0.67440,0.90100,0.77140,0.73300
model_1682,0.84427,0.86050,0.71536,0.81691,0.83600,0.88500,0.9743448634708629,0.86050,0.87907,0.83600,0.85700,0.86050
model_1114,0.84426,0.83300,0.65925,0.77374,0.85000,0.81600,nan,0.83300,0.82205,0.85000,0.83579,0.83300
model_612,0.84336,0.84800,0.68986,0.79682,0.84100,0.85500,0.9752815636406122,0.84800,0.85294,0.84100,0.84693,0.84800
model_1632,0.84336,0.84800,0.68986,0.79682,0.84100,0.85500,0.9779802642054302,0.84800,0.85294,0.84100,0.84693,0.84800
model_188,0.84319,0.84750,0.68884,0.79610,0.84100,0.85400,0.9531018363794461,0.84750,0.85208,0.84100,0.84650,0.84750
model_782,0.84313,0.86500,0.72455,0.82514,0.83200,0.89800,0.9705153121109099,0.86500,0.89079,0.83200,0.86039,0.86500
model_918,0.84275,0.65150,0.28892,0.59030,0.94000,0.36300,0.8325112810822033,0.65150,0.59607,0.94000,0.72953,0.65150
model_662,0.84267,0.84400,0.68170,0.79081,0.84200,0.84600,0.9784093509058981,0.84400,0.84538,0.84200,0.84369,0.84400
model_1566,0.84266,0.84200,0.67762,0.78773,0.84300,0.84100,0.976504515123313,0.84200,0.84132,0.84300,0.84216,0.84200
model_160,0.84223,0.82300,0.63885,0.76011,0.85200,0.79400,0.8637460426298147,0.82300,0.80529,0.85200,0.82799,0.82300
model_1188,0.84208,0.82650,0.64599,0.76507,0.85000,0.80300,0.8441049841897829,0.82650,0.81184,0.85000,0.83048,0.82650
model_922,0.84204,0.59600,0.17568,0.55329,0.96700,0.22500,0.8673222086707137,0.59600,0.55511,0.96700,0.70532,0.59600
model_1696,0.84177,0.86300,0.72047,0.82228,0.83100,0.89500,0.8042462468147278,0.86300,0.88782,0.83100,0.85847,0.86300
model_1626,0.84100,0.84100,0.67558,0.78678,0.84100,0.84100,0.9800010020368819,0.84100,0.84100,0.84100,0.84100,0.84100
model_1568,0.84100,0.84100,0.67558,0.78678,0.84100,0.84100,0.9753700065747493,0.84100,0.84100,0.84100,0.84100,0.84100
model_1130,0.84026,0.58400,0.15119,0.54598,0.97000,0.19800,nan,0.58400,0.54740,0.97000,0.69986,0.58400
model_758,0.84014,0.83250,0.65823,0.77432,0.84400,0.82100,0.8572963317332466,0.83250,0.82502,0.84400,0.83440,0.83250
model_1096,0.83989,0.85350,0.70108,0.80705,0.83300,0.87400,nan,0.85350,0.86861,0.83300,0.85043,0.85350
model_818,0.83968,0.84300,0.67966,0.79034,0.83800,0.84800,nan,0.84300,0.84646,0.83800,0.84221,0.84300
model_2,0.83936,0.84800,0.68986,0.79834,0.83500,0.86100,0.9722043131836332,0.84800,0.85729,0.83500,0.84600,0.84800
model_184,0.83922,0.85350,0.70108,0.80733,0.83200,0.87500,0.962401317872282,0.85350,0.86938,0.83200,0.85028,0.85350
model_962,0.83884,0.84050,0.67456,0.78677,0.83800,0.84300,0.9785994269643831,0.84050,0.84221,0.83800,0.84010,0.84050
model_792,0.83855,0.85550,0.70516,0.81092,0.83000,0.88100,0.9754610555876192,0.85550,0.87460,0.83000,0.85172,0.85550
model_50,0.83833,0.56150,0.10528,0.53281,0.97800,0.14500,0.8149072766304016,0.56150,0.53355,0.97800,0.69043,0.56150
model_128,0.83801,0.84000,0.67354,0.78630,0.83700,0.84300,0.9777912394305982,0.84000,0.84205,0.83700,0.83952,0.84000
model_1688,0.83773,0.86100,0.71638,0.82063,0.82600,0.89600,0.9735051549497057,0.86100,0.88817,0.82600,0.85596,0.86100
model_1178,0.83767,0.77550,0.54193,0.70169,0.86900,0.68200,0.8175225853919983,0.77550,0.73210,0.86900,0.79470,0.77550
model_970,0.83717,0.83950,0.67252,0.78582,0.83600,0.84300,0.9785083344323294,0.83950,0.84189,0.83600,0.83894,0.83950
model_1048,0.83646,0.81350,0.61947,0.74869,0.84800,0.77900,0.8417387310038792,0.81350,0.79326,0.84800,0.81972,0.81350
model_830,0.83633,0.83300,0.65925,0.77629,0.83800,0.82800,nan,0.83300,0.82970,0.83800,0.83383,0.83300
model_70,0.83617,0.84050,0.67456,0.78772,0.83400,0.84700,0.9755197626702926,0.84050,0.84498,0.83400,0.83946,0.84050
